"V1"	"V2"
"1"	-0.328	-0.386
"2"	-0.509	-0.35
"3"	0.455	0.384
"4"	-0.239	-0.182
"5"	0.504	0.342
"6"	-0.024	0.055
"7"	0.598	0.554
"8"	0.279	0.224
"9"	0.477	0.337
"10"	0.084	0.033
"11"	0.107	-0.233
"12"	0.549	0.332
"13"	0.141	-0.188
"14"	-0.182	-0.188
"15"	-0.169	0.204
"16"	0.034	-0.191
"17"	0.147	0.162
"18"	0.099	0.055
"19"	0.248	0.395
"20"	-0.097	-0.098
