"V1"	"V2"
"87"	-0.213	-0.11
"88"	-0.559	-0.267
"89"	0.017	0.109
"90"	0.076	0.104
"91"	-0.001	-0.087
"92"	-0.527	-0.458
"93"	0.271	0.204
"94"	-0.107	0.012
"95"	0.351	0.132
"96"	0.045	-0.105
"97"	0.156	0.246
"98"	-0.201	-0.017
"99"	-0.146	-0.023
"100"	-0.513	-0.46
"101"	-0.641	-0.275
"102"	-0.124	-0.214
"103"	0.047	-0.063
"104"	0.358	0.5
"105"	-0.053	-0.318
"106"	0.007	0.011
"107"	-0.133	-0.029
"108"	-0.199	-0.298
"109"	0.078	-0.071
"110"	0.215	-0.057
"111"	-0.173	-0.282
"112"	0.541	0.528
"113"	0.27	0.135
"114"	-0.308	-0.413
"115"	-0.273	-0.435
"116"	-0.15	0.016
"117"	-0.319	-0.506
"118"	0.073	-0.272
"119"	-0.397	-0.439
"120"	0.425	0.333
"121"	0.097	0.201
"122"	-0.645	-0.522
"123"	-0.399	-0.37
"124"	0.32	0.429
"125"	0.385	0.193
"126"	0.387	0.354
"127"	-0.083	-0.112
"128"	0.357	0.347
"129"	0.401	0.131
"130"	-0.037	-0.403
"131"	-0.463	-0.538
"132"	0.519	0.395
"133"	0.37	0.403
"134"	-0.233	-0.015
"135"	0.407	0.364
"136"	0.33	0.39
"137"	0.037	0.286
"138"	-0.183	-0.223
"139"	-0.006	0.127
"140"	-0.148	-0.057
"141"	-0.251	-0.545
"142"	0.305	0.28
"143"	0.13	0.072
"144"	0.615	0.703
"145"	-0.318	-0.199
"146"	-0.167	-0.313
"147"	-0.162	-0.061
"148"	-0.125	0.041
"149"	-0.222	-0.32
"150"	-0.255	-0.484
"151"	0.117	0.028
"152"	0.03	0.082
"153"	0.193	0.121
"154"	-0.481	0.056
"155"	0.316	0.424
"156"	0.039	-0.166
"157"	-0.55	-0.638
"158"	-0.042	0.012
"159"	-0.082	0.241
"160"	-0.262	-0.174
"161"	-0.442	-0.348
"162"	-0.338	-0.322
"163"	0.476	0.336
"164"	0.16	-0.071
"165"	-0.103	-0.189
"166"	-0.124	0.027
"167"	0.01	0.062
"168"	0.317	0.397
"169"	0.102	-0.169
"170"	-0.02	-0.16
"171"	0.346	0.345
"172"	-0.042	-0.359
"173"	-0.092	-0.115
"174"	0.705	0.735
"175"	0.281	0.288
"176"	-0.111	-0.142
"177"	0.299	0.523
"178"	0.111	-0.012
"179"	-0.039	-0.181
"180"	-0.324	-0.394
"181"	0.366	0.332
"182"	0.053	-0.014
"183"	-0.544	-0.443
"184"	0.04	0.15
"185"	-0.153	-0.146
"186"	-0.667	-0.558
"187"	0.096	0.034
"188"	0.015	-0.207
"189"	-0.51	-0.356
"190"	-0.231	-0.043
"191"	0.111	0.022
"192"	0.336	0.381
"193"	-0.267	-0.398
"194"	0.599	0.464
"195"	0.013	0.197
"196"	0.578	0.358
"197"	0.32	0.293
"198"	-0.294	-0.223
"199"	0.186	-0.014
"200"	-0.59	-0.528
"201"	-0.019	-0.035
"202"	-0.568	-0.493
"203"	0.084	-0.009
"204"	-0.191	-0.467
"205"	0.279	0.383
"206"	-0.329	-0.247
"207"	0.475	0.651
"208"	-0.251	-0.423
"209"	0.443	0.348
"210"	0.254	0.375
"211"	0.193	0.312
"212"	-0.177	0.003
"213"	0.199	0.3
"214"	-0.042	-0.125
"215"	0.088	0.359
"216"	0.442	0.15
"217"	-0.103	-0.035
"218"	0.068	0.02
"219"	0.141	-0.062
"220"	-0.07	-0.11
"221"	0.269	0.372
"222"	-0.373	-0.284
"223"	0.267	0.346
"224"	0.005	-0.137
"225"	0.831	0.686
"226"	0.257	0.055
"227"	-0.021	-0.043
"228"	0.405	0.398
"229"	0.234	-0.168
"230"	0.38	0.311
"231"	-0.632	-0.662
"232"	0.143	-0.014
"233"	0.088	0.415
"234"	0.122	0.15
"235"	0.503	0.313
"236"	0.548	0.458
"237"	0.091	0.134
"238"	-0.394	-0.507
"239"	-0.31	-0.385
"240"	-0.327	-0.373
"241"	0.139	-0.032
"242"	-0.177	-0.132
"243"	0.008	-0.402
"244"	0.361	-0.096
"245"	0.474	0.262
"246"	-0.552	-0.315
"247"	0.312	0.14
"248"	-0.226	-0.338
"249"	0.315	0.285
"250"	-0.387	-0.566
"251"	-0.073	-0.105
"252"	0.214	0.073
"253"	0.137	0.211
"254"	0.022	-0.192
"255"	0.627	-0.165
"256"	-0.205	-0.289
"257"	0.026	0.117
"258"	-0.334	-0.079
"259"	-0.289	-0.046
"260"	0.09	0.136
"261"	-0.217	-0.047
"262"	-0.196	-0.045
"263"	0.335	0.255
"264"	0.309	-0.051
"265"	0.048	-0.116
"266"	0.344	0.397
"267"	0.268	0.358
"268"	-0.035	-0.142
"269"	-0.088	-0.016
"270"	-0.131	0.342
"271"	-0.376	-0.271
"272"	0.256	0.29
"273"	0.431	0.271
"274"	0.043	0.065
"275"	0.344	0.197
"276"	0.307	0.357
"277"	-0.431	-0.484
"278"	0.343	0.467
"279"	-0.17	-0.372
"280"	0.302	0.144
"281"	-0.234	-0.264
"282"	0.603	0.379
"283"	-0.18	-0.237
"284"	-0.098	-0.144
"285"	-0.011	-0.117
"286"	-0.355	-0.301
"287"	0.463	0.486
"288"	-0.047	-0.335
"289"	-0.152	-0.185
"290"	-0.225	-0.258
"291"	0.159	0.372
"292"	-0.174	-0.224
"293"	-0.646	-0.556
"294"	-0.103	-0.267
"295"	-0.085	0.016
"296"	-0.188	-0.301
"297"	-0.162	-0.261
"298"	-0.625	-0.482
"299"	-0.193	-0.213
"300"	0.081	-0.102
"301"	-0.02	0.101
"302"	0.173	0.233
"303"	0.056	0.082
"304"	0.031	-0.048
"305"	-0.097	0.2
"306"	0.028	-0.189
"307"	0.032	0.02
"308"	-0.062	0.117
"309"	-0.387	-0.229
"310"	-0.583	-0.576
"311"	0.254	0.02
"312"	0.025	-0.365
"313"	0.734	0.407
"314"	0.514	0.457
"315"	-0.615	-0.39
"316"	-0.195	-0.428
"317"	-0.497	-0.552
"318"	-0.325	-0.147
"319"	-0.52	-0.316
"320"	-0.12	-0.223
"321"	0.368	0.238
"322"	0.266	0.088
"323"	-0.264	-0.183
"324"	0.038	0.081
"325"	0.069	-0.185
"326"	0.309	0.513
"327"	0.534	0.232
"328"	0.187	0.228
"329"	0.326	0.164
"330"	-0.206	-0.227
"331"	-0.313	-0.305
"332"	0.542	0.535
"333"	-0.316	-0.04
"334"	-0.165	-0.143
"335"	-0.212	-0.238
"336"	-0.125	0.018
"337"	-0.012	0.04
"338"	-0.465	-0.525
"339"	-0.513	-0.103
"340"	-0.223	-0.21
"341"	-0.261	-0.39
"342"	0.326	0.102
"343"	-0.291	-0.272
"344"	-0.455	-0.285
"345"	0.453	0.503
"346"	-0.402	-0.6
"347"	-0.237	0.126
"348"	-0.05	-0.018
"349"	-0.351	-0.277
"350"	0.336	0.356
"351"	-0.246	-0.266
"352"	-0.427	-0.28
"353"	-0.121	0.103
"354"	-0.335	-0.384
"355"	-0.246	-0.302
"356"	-0.167	-0.042
"357"	-0.233	-0.166
"358"	-0.248	-0.245
"359"	-0.43	-0.456
"360"	-0.513	-0.56
"361"	0.332	0.256
"362"	0.505	0.354
"363"	0.254	0.103
"364"	-0.141	-0.25
"365"	-0.304	-0.205
"366"	0.272	0.481
"367"	-0.362	-0.11
"368"	0.019	-0.083
"369"	-0.843	-0.693
"370"	0.336	0.065
"371"	0.195	0.055
"372"	-0.363	-0.383
"373"	-0.034	-0.156
"374"	-0.071	0.374
"375"	-0.582	-0.556
"376"	0.096	0.081
"377"	-0.352	-0.184
"378"	0.15	0.131
"379"	0.809	0.758
"380"	-0.554	-0.506
"381"	-0.519	-0.384
"382"	-0.323	-0.046
"383"	-0.085	-0.016
"384"	0.592	0.402
"385"	-0.249	-0.13
"386"	-0.023	0.012
"387"	-0.014	-0.022
"388"	0.24	0.157
"389"	-0.682	-0.754
"390"	-0.153	-0.357
"391"	0.076	0.097
"392"	-0.053	-0.116
"393"	0.388	0.232
"394"	-0.147	-0.097
"395"	0.207	-0.135
"396"	-0.134	-0.458
"397"	0.288	0.162
"398"	0.252	0.199
"399"	-0.006	-0.16
"400"	0.288	0.332
"401"	0.173	0.217
"402"	0.574	0.398
"403"	-0.354	0.099
"404"	0.124	0.074
"405"	0.188	0.036
"406"	0.38	0.417
"407"	0.111	0.235
"408"	-0.241	-0.026
"409"	-0.523	-0.564
"410"	0.078	-0.072
"411"	0.012	-0.362
"412"	0.049	0.023
"413"	0.085	-0.032
"414"	0.451	0.703
"415"	0.394	0.508
"416"	-0.208	-0.164
"417"	-0.133	-0.019
"418"	-0.319	-0.485
"419"	0.097	-0.211
"420"	0.252	0.078
"421"	-0.382	-0.404
"422"	0.101	0.167
"423"	-0.063	-0.176
"424"	-0.294	-0.205
"425"	0.311	0.03
"426"	-0.443	-0.342
"427"	-0.187	-0.33
"428"	-0.01	-0.225
"429"	-0.495	-0.273
"430"	0.113	0.065
"431"	0.543	0.417
"432"	0.451	0.453
"433"	-0.3	-0.247
"434"	-0.378	-0.312
"435"	-0.314	-0.271
"436"	-0.418	-0.455
"437"	0.29	0.323
"438"	-0.103	-0.053
"439"	-0.232	-0.31
"440"	-0.003	-0.206
"441"	-0.318	-0.671
"442"	0.334	0.176
"443"	0.111	0.003
"444"	0.693	0.57
"445"	-0.382	-0.436
"446"	-0.083	0.013
"447"	0.344	0.19
"448"	0.215	0.271
"449"	0.29	0.211
"450"	0.274	0.382
"451"	-0.156	-0.079
"452"	0.082	0.153
"453"	-0.538	-0.295
"454"	0.214	0.151
"455"	-0.511	-0.635
"456"	0.049	0.126
"457"	0.659	0.541
"458"	-0.336	-0.266
"459"	0.345	0.344
"460"	0.638	0.57
"461"	0.507	0.396
"462"	0.119	0.177
"463"	-0.044	-0.225
"464"	0.13	0.151
"465"	-0.353	-0.513
"466"	-0.302	-0.096
"467"	-0.228	-0.53
"468"	0.132	0.048
"469"	0.443	0.408
"470"	0.044	0.052
"471"	0.182	0.368
"472"	-0.638	-0.44
"473"	-0.122	-0.442
"474"	-0.037	0.038
"475"	0.351	0.569
"476"	0.452	0.03
"477"	-0.424	-0.452
"478"	0.464	0.519
"479"	0.106	0.14
"480"	0.016	-0.027
"481"	0.591	0.441
"482"	0.002	0.037
"483"	-0.308	-0.359
"484"	-0.393	-0.447
"485"	0	-0.056
"486"	-0.092	-0.026
"487"	-0.442	-0.466
"488"	0.471	0.449
"489"	0.198	-0.178
"490"	0.04	0.423
"491"	0.149	0.175
"492"	0.802	0.712
"493"	0.011	0.457
"494"	-0.425	-0.138
"495"	0.251	0.319
"496"	0.002	-0.14
"497"	0.384	0.325
"498"	0.35	0.158
"499"	-0.391	-0.319
"500"	0.302	0.27
