"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"
"1"	19.75	0.00531532526117924	0.00795003890486519	0.00505174438006151	0.0067268991473533	0.00626362116807684	0.00605288855205877	0.0044717324801383	0.00508786061907878	0.00425707263157044	0.00625880618159154	0.00735999809897023	0.00511139406112546	0.00680305533569628	0.00639696335002248	0.00634643081842876	0.00679688996696679	0.00518974427049215	0.00585512195790023	0.0041135521283289	0.00754309370714918	0.00678656792282251	0.00503878974782839	0.00698334284544392	0.00607430215648439	0.0057025931045056	0.00502556065314161	0.00697633135133681	0.00854578071014969	0.00664733540149281	0.00546601895510201	0.00495755166789609	0.0064185812954586	0.00909728513190877	0.00749276470615981	0.0071061595360472	0.00580646099706354	0.00630820290353663	0.00847208305545188	0.00663899471716419	0.00666302369922586	0.0040829104372869	0.00516331392337632	0.00743618545761956	0.00743465430984306	0.00541513046647943	0.0085064185655345	0.00920186644890122	0.00782795172403638	0.00432116358535942	0.00644979559307715
"2"	20	0.00532325178103838	0.00803653329599095	0.00505850543188843	0.00673620014410487	0.00624635488138967	0.00600576319527002	0.00446986670980363	0.00505499422684837	0.00421265800562312	0.00630165059454717	0.00738441189551172	0.00517349773705452	0.00684066261455575	0.00654245824726537	0.0064074798306495	0.00681988667198356	0.00520815700266919	0.00585913023221929	0.0041695418736895	0.00751283359954503	0.00679443855542355	0.00502000368569433	0.00699573949199485	0.00610942345665943	0.00570293881362511	0.00502867459643719	0.00697257617234887	0.00853821728489194	0.00688021379536439	0.00550514260229878	0.0049788577768099	0.00639903041757849	0.00912256559954401	0.0074901725032391	0.00697797517194623	0.0058162966291674	0.00622136375874015	0.00850067768550445	0.0067494202012144	0.00670546192600122	0.00408989650877268	0.00517352096650805	0.00742419316103898	0.0075020353108336	0.00545255441326542	0.00852811595755976	0.00924095782448633	0.00773903978934043	0.0044215511315079	0.00658104838112541
"3"	20.25	0.00519722299908439	0.00813186554577941	0.00505246907121953	0.0067263437528505	0.00624383775493435	0.00593090674844635	0.00446146289255462	0.00511725360074617	0.00421887485151301	0.00627851365385306	0.00738999914588839	0.00516989503643567	0.0068943946922006	0.00655453891580854	0.00638891916874977	0.00681147550435343	0.00521781404647996	0.00583169796101702	0.00395276388023596	0.00742599132584166	0.0067681616105167	0.00505217359171633	0.00706511476595911	0.00617045895157055	0.00573453429540898	0.00503289599932145	0.00697955444582427	0.00857446937354475	0.00711617433470634	0.00557776992614939	0.00495088999751869	0.00636327495837339	0.00913013056045856	0.00753481361218279	0.00697339299392166	0.00578624710711774	0.00625348644537703	0.00851282130802131	0.00682231766999958	0.00669515346399168	0.00395028260601875	0.00519360138280774	0.00740450157740767	0.0075210702734961	0.00543980250770142	0.00837055625139823	0.00915684472814642	0.00756661576030774	0.00438518227403009	0.00661690147185496
"4"	20.5	0.00510433347366901	0.00817317082654705	0.00503699842362156	0.00674018950138486	0.00624389317910312	0.00589754914156548	0.00446241503238224	0.00520564235830289	0.00425714516451347	0.00629491913829464	0.00742309941318722	0.00516444656423974	0.00690965712623128	0.00655464645087999	0.00635658899517525	0.00679333951485236	0.0052246858691413	0.00583424970775476	0.00381631038525585	0.00746398115274457	0.00670177206246953	0.00505295854539377	0.00709992839829951	0.00615089003601565	0.00573859551348349	0.00494771658915671	0.00702272226878453	0.00857303688146222	0.00725395673021273	0.00559112799509878	0.00492722333355626	0.00644630371960557	0.00913131070345588	0.00750947098674123	0.00697631445048714	0.00578602972980231	0.00625294817731748	0.00852451555910259	0.00697774059072623	0.00669882674391747	0.00374538712533113	0.00520035806856039	0.00740624707795619	0.00748595530900729	0.00550379667791693	0.00827565873471525	0.00902180360377172	0.00739689060927934	0.00436342221675159	0.00663365561389162
"5"	20.75	0.00505507352812043	0.0082021410720189	0.00514018585232792	0.00673967125894122	0.00624911234880071	0.00594108541581728	0.00446830595023009	0.00522439531013895	0.00428961765191315	0.00629504254134566	0.00742169094468366	0.0052146377506901	0.00689396633652711	0.00653929668252942	0.00631534206082865	0.00682514550162205	0.00522279194970127	0.00580092352437313	0.00402939932826579	0.00750418327332529	0.00661184106994636	0.00505373145440262	0.00730155269486474	0.00619460531204553	0.00571622742300515	0.00481473205744939	0.00706602665737332	0.00855355952614737	0.00746305946649243	0.00560775029299427	0.00487485914114339	0.0064649896819792	0.00913897766818989	0.00751012571259139	0.00698360697666216	0.00578815641185877	0.00625320539998273	0.00851903736804974	0.00699948850426785	0.00668390608989298	0.0037782238918799	0.0051825307129204	0.00741014803766425	0.00746220983875823	0.00563719396110821	0.00817040817836941	0.00894370491082015	0.00730681511831273	0.00436814542231316	0.0066719199653486
"6"	21	0.00495225203355609	0.00819956247827831	0.00520487600585725	0.00674720522043512	0.00625765052336995	0.0059522461528433	0.00446701566720569	0.0052058960183985	0.00437735757226133	0.00629188947912507	0.00742207573199228	0.00523204929995892	0.00688431521158876	0.00649305857035479	0.00630315978868533	0.0068078215350579	0.0052251489679194	0.00586545463730162	0.00417132451288918	0.00752360678819956	0.0065967505591651	0.00509200845954041	0.00754192703843808	0.00627921447450331	0.00566341614042816	0.00476137383039878	0.00714075840877519	0.00854274430318416	0.00758655982345526	0.00572441874987384	0.00495713665975664	0.00646147226165692	0.00913171946820148	0.00758616618647386	0.00698753489050582	0.00584519585405252	0.00626941706265832	0.00845898001265827	0.00709313064524786	0.00668681196554905	0.00378633480207423	0.00517883638513174	0.00738072669339237	0.0074757380230805	0.00570088910921886	0.00804058782461384	0.00889561136699474	0.00729881584882761	0.00434965941774688	0.00665677850329578
"7"	21.25	0.00498674076310111	0.00815628302838363	0.00521306958495334	0.00676043975646995	0.00627465278465344	0.00604360969040269	0.00447669938970086	0.00517900442735561	0.00420631885201986	0.00627644330478529	0.00742865972279514	0.0052205007413748	0.00700025536442917	0.00649400255606537	0.00630026288287308	0.00684212475538894	0.00520773746006347	0.00587850830112175	0.00423097595940093	0.0075368536512489	0.0066003711249232	0.00512668280655818	0.00761150858296082	0.00631073487340278	0.0055826355832251	0.00476165868056967	0.00714719389663308	0.00856194750586812	0.00762703661033241	0.00601320792896301	0.00494894643758094	0.00649321275705271	0.0091346383105035	0.00759331410172371	0.0069695495272661	0.00590568883901416	0.00623669700743324	0.00844174784786731	0.00735434151587309	0.00668711008502229	0.00381713065165243	0.00511498005635557	0.00749726321643808	0.00745732669804933	0.00574577283525818	0.00801137157540241	0.00900308982516131	0.00729616539456704	0.00457172657871024	0.00670429974676897
"8"	21.5	0.00499624654264367	0.00817478225022236	0.00521344866955682	0.00675801661758115	0.00626067360769016	0.0061118845195842	0.00447514960692889	0.00519117581816155	0.00403701293200347	0.00626596627200007	0.00744637663376653	0.00524220821980084	0.00708425757324688	0.00655447861722956	0.00629986771183163	0.00680162897269806	0.00521449198553765	0.00588564650412738	0.00424386906997653	0.00754510006864023	0.00664538099204965	0.0051306189760941	0.00765244418805284	0.0062868050445447	0.00560079727429433	0.00476167660138359	0.00714403614670608	0.0085195732574453	0.00768559107475972	0.00629306747098581	0.00492397102060787	0.00651683038402076	0.00914008396496737	0.00765950661302253	0.00697250033936276	0.00587698992597886	0.00621791459764767	0.00839431962613576	0.00748003927265288	0.00668235828702291	0.00377768543257015	0.00511652607288512	0.00749731673899249	0.00737442542244055	0.00566783024470146	0.00802169923205273	0.00914425046521988	0.0073058462032766	0.00460021136527276	0.0067110401898837
"9"	21.75	0.00500209593874568	0.00816532945976847	0.00526994355808323	0.00674773060582421	0.00628735826079607	0.00601654627338465	0.00450205342217967	0.00519571416770143	0.00400257368147553	0.00626771309387273	0.00741091110177669	0.00521253230940929	0.0072430757264435	0.00649166926451235	0.00628972200704556	0.00668753947633066	0.00514884659565924	0.00588983909571629	0.00422636355063685	0.00755751322110368	0.00665374358453815	0.00518256726189333	0.00771000301614635	0.00626868896150301	0.00562606893622247	0.00476312582688437	0.00714789070765925	0.00851659936686255	0.00764614270409733	0.00636148071562389	0.00491815011684147	0.00657704322525903	0.00913993816838277	0.00768288397038491	0.00697043840523588	0.00579410701903668	0.0061495264426399	0.00841341681049535	0.00751107113791421	0.00661807172472055	0.00376940229301177	0.00511988941531921	0.00750922418357652	0.00725604266055376	0.00562496337706075	0.00794612850456392	0.00932728572723355	0.00729370818637404	0.00479118991707926	0.00670058705482605
"10"	22	0.00496955055437269	0.00813121443172616	0.00539058600795902	0.00675573348816448	0.00628596629773875	0.00600159993918309	0.00450240127349499	0.00519737189741227	0.00396928047132846	0.00628838369713989	0.0074117446995799	0.00515072134398075	0.00730631606520503	0.0064401171589241	0.00629067489895145	0.0065648947441169	0.00489831190550861	0.00592662085265453	0.00422591134331227	0.00751082288051568	0.00667460320504274	0.00515177533964063	0.00769612188007303	0.00633949936594212	0.00566009303265703	0.00473310130271267	0.00714280906117946	0.0085113642965286	0.00757709753507316	0.00635224185114737	0.00495918065878191	0.00664658299327244	0.00914888639656838	0.00770184090325867	0.00697187967840624	0.00579189455112239	0.00593850786498926	0.00853077839450703	0.00752991242390438	0.00658928415076978	0.0037743182720441	0.00515048819509444	0.00761673859524362	0.00724743856711928	0.00563018397838535	0.00792445632315167	0.00943253920266702	0.00727634151873913	0.00481310191287332	0.00669945113159121
"11"	22.25	0.00501569352374343	0.00821425461314406	0.00539527282578682	0.00684302684401288	0.00633487328646186	0.00605691651416087	0.00440063871051363	0.00519415203736247	0.00403361088674959	0.00627869442068405	0.00742014128642542	0.005142144286269	0.00731881512222112	0.00641870990584061	0.00625951588613072	0.00652156094102216	0.00492090120578827	0.00588434390572314	0.00427126014846308	0.0075137987431414	0.00652047234008461	0.00515202862920719	0.00770061668806543	0.00637266187137709	0.00561319807651647	0.0047045857756442	0.00718441151699546	0.00851052584917165	0.00754699693109649	0.00637206244232601	0.00500814690391911	0.00668609122563966	0.00914766736590316	0.00764257212354981	0.00692549599420841	0.00572411584732829	0.00601686951047115	0.00869507080084971	0.0075061313830897	0.00658221046091391	0.00375299232673006	0.00507091793732825	0.00764160038688397	0.00720773710245048	0.00565761695231116	0.00797537513256684	0.00947632977112889	0.00725908853177066	0.0048402512195611	0.00669877910206889
"12"	22.5	0.00520501904128775	0.00819206043357535	0.00539387249534094	0.0068912567110234	0.0064698428802124	0.00604109885653736	0.00415821849710931	0.00522484124607744	0.00399303465495195	0.00626503641378574	0.00744652866578962	0.00515489146729876	0.00732166672453505	0.0064049277990687	0.00632299535811971	0.00652468215133091	0.00489103241065103	0.00588454289901046	0.00430508734598651	0.00750732726363405	0.00651198416167335	0.0052050798222825	0.00769665386149139	0.00634950477137301	0.00556957299546381	0.00481860160638838	0.00720101372211356	0.00852167861959754	0.00773548679700967	0.00638493196337861	0.00508686427112107	0.00668311633040237	0.00912520836788731	0.00757074573311305	0.00689589220369792	0.00569655420432675	0.00604539101647333	0.00885819399408963	0.00752823434586364	0.00661317847343348	0.00380321837525895	0.00506614487852375	0.00759147989178167	0.00718445918863057	0.00591265223331703	0.00798336422801155	0.00956714850501907	0.0070885863824297	0.00481094856033116	0.00670214155787929
"13"	22.75	0.00539741415548091	0.0081876151238623	0.00539266274859073	0.00707273482061791	0.00655171269710039	0.00592940000377298	0.00386302302066212	0.00520630243716309	0.00399226583019198	0.00629048800666925	0.00745512749868278	0.00518972178506039	0.00746405946853118	0.00637196715147331	0.00638229521909472	0.00651522772933631	0.00492003735117699	0.00591470424756317	0.0043057919242187	0.00749629882444072	0.00659794594759931	0.00520505885717051	0.00769276161473205	0.00620536041559765	0.00557278615975915	0.00489667778822293	0.00721010063430355	0.00849185945028158	0.00788386225749273	0.0063610843563042	0.00514333008595939	0.0066039083993976	0.00913113546122675	0.0073819742599582	0.00682957420336089	0.0057564352571539	0.00598254904728732	0.00899404434972479	0.00752763558885389	0.00657652329152429	0.00380505492226983	0.00508802933949574	0.00738220436220813	0.00711792225326765	0.00612957265730685	0.00804456867358954	0.00958514356732821	0.00684323830657575	0.0047546587398326	0.00672814956468943
"14"	23	0.00545472822670473	0.00818681524567768	0.00536428513876012	0.00730939798861243	0.00664151353621402	0.00579298781835808	0.00385278001371502	0.00521426187209113	0.00397736578305965	0.00631652842957544	0.00743630291723088	0.00517686135043067	0.00764892673940625	0.00640206253464316	0.00650238710840331	0.00651328863477884	0.00480036988331179	0.00597087911208783	0.00430830173529078	0.00741016783185575	0.00659605509197477	0.00520904334723944	0.0076967450053236	0.00610495846385146	0.00557195600714589	0.00497929521608305	0.00738108125734323	0.00838046875363926	0.00804210090907715	0.0063516178083047	0.00520549631431892	0.00656048782395619	0.00910228548634357	0.00729398768874876	0.00678148696232137	0.00594678069480954	0.00599506446382861	0.00912778195518208	0.00753179650993752	0.0065505694497748	0.00381458769419646	0.00509689463712672	0.00704252246612193	0.00701166312865152	0.00613889709919412	0.00812139551828567	0.00962891871127864	0.00676876398361607	0.00477617930013422	0.00676114660868463
"15"	23.25	0.00549339736623401	0.0081988315224554	0.00535371289118982	0.00732233035248397	0.00660757669679711	0.00571449515623885	0.00377798623324049	0.00519207931957533	0.00396305378415361	0.00643303466259912	0.00741644020854523	0.00519158256522954	0.00773603316045424	0.00647368252585068	0.00655229256541147	0.0064892508305244	0.00495987601872246	0.0060180545812183	0.00429469804360471	0.00737433278418076	0.00657689346535949	0.0052039299289132	0.00769029891281583	0.00612043639598958	0.00558556405571835	0.00506471340295287	0.0074424443701234	0.00820439195712168	0.00808938462653968	0.00631357656438254	0.00525808431137932	0.00681249390460715	0.00898370036192441	0.00732300973364466	0.00672756121629557	0.00594832485811092	0.00600500032452403	0.00924497023221613	0.00753293602041128	0.00654637820871942	0.00385153566876766	0.00508696091590961	0.00695583689318128	0.00683331773666233	0.00614813599288586	0.0081774282699945	0.0096410305145458	0.00679495474948257	0.00489539815726306	0.00681299882828761
"16"	23.5	0.00549104220691011	0.00818869918856754	0.00533952728573758	0.00731306138277521	0.00660434197947777	0.00571308396464219	0.00377363669488466	0.00521852764343404	0.00396286659300543	0.00644651334622223	0.00731573185641689	0.00519719514189405	0.00776199369446736	0.00657851916822988	0.00652496039973396	0.00645871501447223	0.00505325631598684	0.00592695221028038	0.00430019198769852	0.00741686103567609	0.0066018735031778	0.00528764006259435	0.00769790909405782	0.00609887617955166	0.00553833288593733	0.0050212050556741	0.00743978110123485	0.00804578016052554	0.0080271124821277	0.00634823925175141	0.00532649005187455	0.00688441983504186	0.00891321131119421	0.0073097910881333	0.00666157504045042	0.00581367495097375	0.00598781949442899	0.00925572174175568	0.00754938084673116	0.00649389817431217	0.0038818085752	0.00504950415475092	0.00689659262054074	0.00669730593687512	0.00618670613668042	0.00816933514161801	0.00970097602165451	0.00676704169383075	0.00499621682913881	0.00681215383202383
