"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"
"1"	6.45	0.859560751079475	0.827787324167908	0.959277678115245	0.72310554124824	0.927653058622246	0.859470778377873	0.742052253532293	0.62830760786223	0.728930266866957	0.923849305368834	0.870532481185447	0.881666630172545	0.870589905400767	1.00172165174451	0.743553816422642	0.754053058220263	0.768064920428693	0.798285790535155	0.794836494119204	0.991528499303945	0.823951138133483	0.960673200864881
"2"	6.6	0.828299247050749	0.798319037891816	0.927336828022982	0.69428316189696	0.904941223654291	0.838826364792604	0.713658918549787	0.620446653396949	0.694975111522056	0.870878996057909	0.876219053559725	0.85508020800159	0.854575814179533	1.01101533896413	0.716557592646496	0.727336167990757	0.739770769150457	0.798200839226559	0.787656243309314	0.992512279167576	0.792007774292032	0.95883107924077
"3"	6.75	0.829656457880946	0.791443063656288	0.914963481059516	0.69666778261523	0.933366007427282	0.814466824630596	0.716069816569995	0.613651667432372	0.70237816093	0.89487433936158	0.876048173332627	0.819983101168694	0.858006519055395	1.05909827903537	0.726130879839613	0.766898058552678	0.720976990920336	0.802457027615524	0.765408518582575	0.951066493838125	0.783267841352485	0.950710024204399
"4"	6.9	0.849120694423089	0.790879384161138	0.845005744927898	0.716949321425757	0.91140025879374	0.839414159686638	0.682463797756503	0.614075808433334	0.697269923179721	0.898844045407858	0.872039997716173	0.829870106238708	0.849289400717349	1.02700295405136	0.699880972089525	0.795137292272348	0.732537482164197	0.814234747418736	0.775337791020655	0.961980902601648	0.774609303411081	0.945022201971759
"5"	7.05	0.861110489194918	0.791224955572076	0.822729309421485	0.706333239718586	0.906495639194718	0.841565049238765	0.692271962224349	0.61384824138753	0.726785164301536	0.952085482362316	0.874919283375267	0.853415157671196	0.814564356968565	1.05583999640883	0.72803477127187	0.775203384055614	0.747017014481004	0.816722773979129	0.797996227847425	0.919507248831483	0.782777103235027	0.932481942173242
"6"	7.2	0.835166267613129	0.795463405798295	0.820596367316188	0.673503751436641	0.942896267911722	0.834264993505118	0.695123411649452	0.612221451403889	0.743390457244617	1.01600908202494	0.870040186186715	0.837492302797902	0.792837026494466	1.05320526089414	0.736339582540944	0.776698965775934	0.754073510691656	0.813944122676222	0.824086999800406	0.88071514614974	0.784702978554265	0.905796378226657
"7"	7.35	0.817902549759298	0.799518051182247	0.81921457411262	0.657592446224346	0.987094155616479	0.836401350081766	0.705515964239308	0.636312972828095	0.763574477189313	1.04611251186576	0.883953314511844	0.827634835096679	0.769416247201829	1.0199429298016	0.755350515378444	0.797012121593877	0.791403481977448	0.820963239018814	0.822981691942708	0.879814243222807	0.781847025441919	0.881089220326054
"8"	7.5	0.80727419253578	0.825581257221972	0.847930943585445	0.664607897485971	0.939719762630926	0.835197750236366	0.717962252709709	0.619830199910738	0.758627870313957	1.06244280649857	1.04549256378239	0.851518258811004	0.764208312828858	1.01722417150491	0.768044544272945	0.791873952235951	0.773671724211069	0.848510977673347	0.808828398218504	0.891314954139224	0.748924633697499	0.859377630302335
"9"	7.65	0.831395236545301	0.844258211145447	0.862610219255393	0.672800526153707	0.969543518378126	0.838455386162771	0.704211745062492	0.608451513088795	0.777041559822408	1.07125387470978	1.01096893069845	0.852348880779099	0.796264642977637	1.01124699528962	0.770842733471985	0.786694565733505	0.765097442010924	0.83271841484242	0.823251971649378	0.851821860138655	0.741811056649081	0.8538193780947
"10"	7.8	0.827920558529945	0.843972616821371	0.843324899985065	0.687206920975726	1.01954970522341	0.852122252961964	0.69720267088303	0.601539035156481	0.789475408850416	1.03399365137395	0.980025219408465	0.879983642564929	0.802249314221646	0.995361495288845	0.75893654236097	0.790884898643989	0.729513219315035	0.85349614535152	0.833773035573762	0.820010026119068	0.723520755062559	0.850526857029301
"11"	7.95	0.808913793945363	0.841884805542903	0.835957897145781	0.715622541441952	1.05542648557126	0.872116321968205	0.694278598053902	0.600026987442948	0.800641442399227	1.02009900997595	1.01868415824992	0.865261190353721	0.811894508162413	0.97877791271069	0.791107487692362	0.76847429983281	0.740249119609047	0.872684897626979	0.7998278941029	0.814576313699148	0.705160067724303	0.875938996031669
"12"	8.1	0.793779865617524	0.858767368061467	0.804153304197367	0.730619225123454	1.07028153828166	0.839727622340966	0.688837515530052	0.601154901376262	0.789100372370612	1.02119136116676	1.05765244350705	0.868464100003712	0.823045488802995	0.998850020178147	0.821429944528807	0.757797055915899	0.737824080879253	0.871776246622951	0.778041284585967	0.850255753801377	0.687500478627808	0.914155542663299
