"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"	"V101"	"V102"	"V103"	"V104"	"V105"	"V106"	"V107"	"V108"	"V109"	"V110"	"V111"	"V112"	"V113"	"V114"	"V115"	"V116"	"V117"	"V118"	"V119"	"V120"	"V121"	"V122"	"V123"	"V124"	"V125"	"V126"	"V127"	"V128"	"V129"	"V130"	"V131"	"V132"	"V133"	"V134"
"1"	4.9624	0.00540636657983032	0.00592810912534478	0.00426963344268752	0.00543485768101908	0.00631400603184299	0.00649156691916101	0.00633697647100471	0.0058407450268246	0.00540285535495368	0.00657040867649468	0.00583225076828194	0.00529559687083762	0.00608353282342822	0.00449462228218467	0.00472819200686088	0.00433181925226588	0.00439579549372402	0.00931475432297322	0.00660200609330482	0.00371719778966006	0.00346990167423132	0.0042136955599075	0.00979231227829964	0.00521901418094515	0.00574104748738295	0.00390910859459974	0.00469575477344606	0.00406844803887826	0.00671294237127896	0.00551577972089645	0.0052241342300089	0.00769812443614107	0.0040738275709842	0.00563298199249471	0.00828385241675424	0.00460460606764111	0.00586868286114793	0.00580437395346311	0.00467841207923651	0.0043764842414745	0.00542118343428467	0.004532139193499	0.00623936480579624	0.0057183394902453	0.00526024661831785	0.0073250851657464	0.00571920895402674	0.00602579219393932	0.00837518658079968	0.00402367671039623	0.00296340805356263	0.0041876788054618	0.0053686709358967	0.00437051011221243	0.00456504389180153	0.00530451425360072	0.00477701483999555	0.00597233447775885	0.00490163371038609	0.00398023401368023	0.00360470737990781	0.0060061259276709	0.00555764224056959	0.0058612649884869	0.00511163123008429	0.00480381191232385	0.00521276367295075	0.00558686313805915	0.00334398975204088	0.00417957756130186	0.00346360146784301	0.00482846731896255	0.00423802693030018	0.00498157783880759	0.00471555025268685	0.00645707592721196	0.00639323950141799	0.00496454703807025	0.00510580541863422	0.00630935961199781	0.00566950757790629	0.00590815952468385	0.00497228717325544	0.00504484867826167	0.00529544763826299	0.00501246607779475	0.0052377557147043	0.00476809769648414	0.00468760150206252	0.00628941465728569	0.005405897660509	0.00581059028128559	0.00930819384727728	0.00434683970719439	0.00583666737926986	0.00696176561851703	0.00610254159420117	0.00475989423469407	0.00460541548949994	0.00637095129501872	0.00594409071379521	0.00807636568614318	0.00485054105699692	0.00559559885010807	0.00373118495573879	0.00433194542592038	0.00551910621917595	0.00490269978992311	0.00483620411341014	0.00503262811322568	0.00612947801548246	0.00570448782339549	0.00496184633095652	0.00403192198255206	0.00768895097647497	0.00658132732375834	0.00739534585694304	0.00543977158017534	0.0078627484359335	0.00577992518223899	0.00618633775544612	0.00376622337075358	0.00517656935446245	0.0049859856005924	0.00459458326689212	0.00448018422504505	0.00671235259285479	0.00437315278020224	0.0062161549541761	0.00484219701535102	0.00749991512498501	0.00758036688245426	0.00441681129592916
"2"	5.0125	0.00539490705848966	0.00593087361811383	0.00427493137924193	0.00540948115554135	0.00631161346496857	0.00649799273637946	0.00638625594036574	0.00569624328157688	0.00542613942022081	0.00668553708760984	0.00574272821766283	0.00521393239289247	0.00597778872000555	0.00444437470882014	0.00472024679727888	0.00437045374021219	0.00429291496315471	0.00929053949954176	0.00647859142193846	0.00371307393708709	0.00342887831985972	0.00413449579011663	0.00976582394959794	0.00525881658117759	0.00578194757819728	0.00397682105589405	0.00466740905362525	0.0040919970745604	0.00669563761891063	0.00554404946294407	0.00527000007141255	0.00743603421339732	0.00408217303926676	0.00563113306085525	0.00826949773085901	0.00458803351902127	0.0059584779899683	0.00583921017548416	0.0046690994997602	0.00437665620220744	0.0054206156367064	0.00458586741633414	0.00624241324982384	0.00555474415094168	0.00523394546485228	0.00730463596404715	0.00574052566677743	0.00602870271596819	0.00839257663744725	0.0041049104751832	0.00296080068718522	0.00418794709012383	0.00535817071931692	0.00438247595962477	0.0046177532645181	0.0052335884502253	0.00476769653059459	0.00581207377113146	0.00491271011019126	0.00398858948067208	0.00360734243848673	0.00611701221405776	0.00562978882901014	0.00582604935795072	0.00505003508133869	0.00481588718338331	0.00520033358051504	0.00563412685279885	0.0033455940751535	0.00419248932905995	0.0033767833417411	0.00482351575654127	0.0041856107963567	0.00496923511780346	0.00466548941389574	0.00639964170344468	0.00638916392426617	0.00495521447220576	0.00507867242116241	0.00630324357680015	0.00564331312793429	0.00593400323524797	0.00504018010171014	0.00504210905674597	0.00529465663766272	0.00480669865134775	0.00527537193829349	0.00488701542449952	0.00469829323197478	0.00629461171786136	0.00541592770288313	0.005838181259623	0.00937951300131517	0.00431982007908433	0.00585137756123976	0.0069731686803559	0.00609972976735962	0.0044998144900614	0.00459855909863975	0.00636324700804748	0.00592858967700691	0.00806690534090909	0.00482438629068469	0.00564746878174444	0.00373508537030816	0.00434689650946943	0.00548292295691837	0.00490012300152991	0.00483104959299972	0.00522503561426109	0.00614357252242086	0.00575478227798537	0.00492247785325944	0.00402283011917954	0.00756513848604064	0.00657540309868089	0.00737439096644506	0.00537857664112732	0.00783205962945541	0.00580269568644801	0.00604571200821506	0.0038184967633511	0.00516652367131264	0.00498413034982349	0.00460251395361853	0.00438062544730365	0.00670373992538974	0.00437496448239934	0.00621700999318769	0.00478966500178111	0.00749691841921484	0.00758560430855512	0.00443682538388774
"3"	5.0627	0.00533053678144558	0.00593437655693695	0.00427702574602126	0.00534165241611515	0.00629302905044299	0.00649718905995461	0.00638131208811956	0.00562044470528482	0.00537019541619273	0.00685121041352374	0.00558415476175138	0.00516043465216298	0.00592416295331792	0.0043975405460009	0.0047353359070634	0.00447496011492337	0.00429683453713254	0.00926629986646267	0.00641997113431642	0.00370913343274793	0.00343752163747116	0.00413992872921886	0.00973720976198008	0.00526673466033068	0.00579604361649716	0.00399865797510814	0.0046190164186978	0.00408926398638377	0.00668018202619811	0.00554819250182078	0.00533103606837009	0.00719188052389313	0.00392514799098378	0.00563056797651347	0.00824916294557664	0.00453802870116052	0.00600352386061231	0.00590283035232507	0.00468242050865062	0.00440165757194904	0.00540964020472517	0.00455928508440254	0.00625996328265184	0.0055581257979968	0.0052173164311153	0.00730285394684267	0.00578950448179923	0.0060377098682948	0.00841969610310315	0.00417168197058345	0.00298084633716987	0.00415718355836386	0.00534661661883194	0.00440842412552687	0.00470807064119125	0.00515115538024649	0.00477108501766237	0.0057449850476878	0.00489303640883964	0.00399464867272791	0.00360945149939593	0.0061479146033431	0.0057550138082992	0.00585264027926327	0.00491097088655176	0.00481950238808032	0.00531361958551451	0.00565660398865569	0.00332721804004201	0.00417299286628626	0.00338856427719302	0.0048263997637885	0.00415618933020343	0.00497747898054563	0.00460175607821038	0.00633790295912701	0.00638378719134692	0.00496398314771033	0.00509895113011735	0.00631223698261335	0.00557102295470469	0.00589873569538041	0.00504098229911116	0.00504169183163973	0.00530683268031624	0.00471791344393825	0.00529924107130039	0.00491169997341234	0.00470051188946438	0.00629559519979374	0.00537830366622035	0.00585370288908846	0.00953730007405153	0.00432133102689716	0.0058592835844532	0.00701931859184054	0.00610223361555407	0.0044325352127091	0.00457530847083943	0.00634267254706782	0.0059307034164953	0.00793636526341927	0.00477324811388369	0.00557527030788241	0.00370085894728021	0.00437759925912681	0.00548984170835085	0.00487172429047994	0.00479939333519101	0.00532797486552716	0.0061279210105715	0.00579694701582692	0.00483404923217428	0.00402697626427352	0.00737734474219297	0.00652335431184591	0.00736111908848246	0.00535422286013292	0.00780724813121568	0.00586678764595594	0.00606087326560734	0.00382846504388102	0.00515314732117288	0.0049875931801962	0.00461514818986179	0.00430059846024651	0.00672892718112315	0.0043629272804015	0.00621597467978946	0.00477316139621217	0.00745011186083159	0.00762417486084757	0.00445082052214695
"4"	5.1128	0.00532607655088604	0.00589533920512429	0.00427658055072003	0.00531434655234972	0.00630227574742817	0.00649771016829059	0.00638079830444667	0.00558523935429331	0.00534453081930987	0.00703385302492488	0.00535560364481328	0.0051877022575405	0.0059337286071611	0.00442604561249622	0.00475550760648038	0.00458514727670053	0.00443040530925092	0.00931578520740484	0.00631356243089953	0.00371038540123944	0.0034372278458037	0.00410049236692144	0.00968631099737046	0.00531491745225674	0.00579849553352286	0.00403276442145302	0.00461953123860232	0.00411241317728357	0.0066533545375171	0.0056081173546905	0.00539599594657675	0.00689355261603282	0.00376774484204378	0.00563058374888222	0.0082391253232179	0.00449074823652545	0.00594485866961106	0.00592635449761392	0.00471569323883698	0.00439720305691266	0.0053681966866027	0.0043998136683547	0.0062445291133533	0.00550159369699673	0.00517190486332818	0.00729844073798999	0.00584701552253471	0.00602080837067448	0.00843672256185692	0.00419162261208353	0.00297952677319014	0.00412623255539045	0.00532991217273496	0.00446549156192756	0.00472326785887696	0.00504261017116158	0.00477206512188754	0.00573377411615995	0.00490323860321462	0.00399610509822039	0.00359609982404643	0.00612499526282425	0.0058303621059226	0.00587047241253999	0.00485027350879389	0.00481873046973625	0.00538911215115883	0.00572842764771398	0.00329488116267148	0.00418193144781116	0.00339953463173793	0.00482629019688045	0.004136175339402	0.00498293326759412	0.0045513075186135	0.00628843506527526	0.0063773840604751	0.00496502240872594	0.00510036816303581	0.00631931640156414	0.00552823883774544	0.00583477098353376	0.0050140296956097	0.00503992268241511	0.00537519612968742	0.0046272310357395	0.00528684825275226	0.00497768935100478	0.00474576825005382	0.00626784826221041	0.00536363041218055	0.00586540254564821	0.00973203822000393	0.00433730887502802	0.00580911183379393	0.00704006042802196	0.00612682104762662	0.00439356641399543	0.00458402585006515	0.0063284944890195	0.00592637732651899	0.00787789446854284	0.00473158216673381	0.00548804897474604	0.00363273636716694	0.00440239871922682	0.00548186127603421	0.00488150700155598	0.00478781634554214	0.00534758854419408	0.00610562479492914	0.00585182038113541	0.00479623641984863	0.00403132565448339	0.00715221927833653	0.00645331813807324	0.0073347267901421	0.00539542565900856	0.00786147614640112	0.00600763888382285	0.0060631750170873	0.0037935550759602	0.00515225947431634	0.00497590088764912	0.00460232708878531	0.00419129712656768	0.0066989458011802	0.00429324397233016	0.00621626948134477	0.00476234086749821	0.00738408821503857	0.00756560653142487	0.00443830465279145
"5"	5.1629	0.00540937294259357	0.00589243250267753	0.00427704429023692	0.00533343663268935	0.00634384611863289	0.00649273715047884	0.00640431093065106	0.00556610498206625	0.00533998836706166	0.0071612292303806	0.00535267211958774	0.00523374522800286	0.00594408851110555	0.00437485653007411	0.00472729429279614	0.00465283670078102	0.0046230333946216	0.00933044281918165	0.00613568347959891	0.00373458720087068	0.00344255472938173	0.00405582841362304	0.00961735904260567	0.00539349018054302	0.00580964009593147	0.00406201521029901	0.00461970884860836	0.00408630229824778	0.00661483606253259	0.00566959570201907	0.00548622262615045	0.00661237342199316	0.00359070485078415	0.0056653898044705	0.00824759967664767	0.00446524150565408	0.00588507657000987	0.0059250310915232	0.00473415652499798	0.0043998382169076	0.00544480266693146	0.00428891455272898	0.00619024088836453	0.00547501117279023	0.00515687102234225	0.00730248610554369	0.00584420837062225	0.00602081796426636	0.00845834916051248	0.00422143005095328	0.00297069764301497	0.00407315319647851	0.00536104192251088	0.00447247765569417	0.00472609235887685	0.00496851628550852	0.00478430977944748	0.00573416133355081	0.00497346740663398	0.00400036030434503	0.00360665961753081	0.0060981702013831	0.00583402745245988	0.00586435279582391	0.00481254288276631	0.00483703611897569	0.00549104778600934	0.00570224572151882	0.00329189207912596	0.00420230720879023	0.00346457068416691	0.00482727639609054	0.00411802973212972	0.00502755830174141	0.00460907782046055	0.0062475426571822	0.006339650836936	0.00498638920220102	0.0051040523896649	0.00635538994564239	0.00546654268139632	0.00579960287060583	0.00495617669730113	0.00503100450578844	0.00541273919655547	0.00464450762095862	0.0052940725702724	0.0049850486120233	0.00474756823704968	0.00621865255081029	0.00543205572370721	0.00583960944212492	0.00990677545545973	0.00429392155167812	0.00567761680995677	0.00707526997439657	0.00613429150980305	0.0043247350444798	0.00458309940850865	0.0063099780628472	0.00595926695314966	0.00779826512827469	0.0047224473789203	0.00541072018975821	0.00366992153399118	0.00446245392462055	0.00544948758690731	0.00484677268123252	0.00478086698949601	0.0053267707834963	0.00610659135001592	0.00590127962900792	0.00479736520608472	0.00403252902810314	0.00682211638214051	0.00642278631772558	0.00734022319742773	0.00543431383149182	0.00786396737125947	0.00617935101769079	0.00605966066631656	0.00377310291718523	0.00516028849546581	0.00496448655857205	0.00465073028194415	0.00412786405898262	0.00663588599535137	0.0042017572074497	0.00621283979211569	0.00475203525711937	0.00733309301989314	0.00749939504389666	0.00440454064392451
"6"	5.213	0.00544022220484846	0.005910656528567	0.0042836615411591	0.00532218841369743	0.00646270907869342	0.00648447250610153	0.0064166216626532	0.00555391534360948	0.00531551762471684	0.00725999418149567	0.0053754428475622	0.00522706742648148	0.00595326156553172	0.00424279529976785	0.0047283024759407	0.00471279444278829	0.00472184825146498	0.0093606557094079	0.00610808070443196	0.0037276083940225	0.00344690071846784	0.00404235133764642	0.00957680222307488	0.00540363900710971	0.00582897217462762	0.00408997078712682	0.00462457689092497	0.0040597507421256	0.00660291256529008	0.00570864184907284	0.00552747099256358	0.00647544916804069	0.00352395013357328	0.00568804070395367	0.00830739665290542	0.00446438065509268	0.00586244944956454	0.00592681857573532	0.00477242898738385	0.00437090109623616	0.00551938690526407	0.00415950799229469	0.00611688086968377	0.00548159493292072	0.00516052940919107	0.00726716041215374	0.00583250969174712	0.00604370330032809	0.00847398552167506	0.00421281186697028	0.00297489605407749	0.00405351199011019	0.00535214909641018	0.00444120030541955	0.00474950773240678	0.00486991353143298	0.00477260396905482	0.0057341211494545	0.00501045839635118	0.00399398448776511	0.00361620753614722	0.00610603214735586	0.00590414513260944	0.00588261632696128	0.00465936466912661	0.0048792032805383	0.00553364768364222	0.00571431764418682	0.00327005661643569	0.00421100419286313	0.00346912450888728	0.00482456852464579	0.00413996680714372	0.00504115932509788	0.00463295766243798	0.00627277055606675	0.00624253379463192	0.0049939076001574	0.00514188944940984	0.00629639604184209	0.00544012698813305	0.00578278356532494	0.00485597397826087	0.00502628829429169	0.00535686580892107	0.00463492965031003	0.00530563153019684	0.00498770102721859	0.00476824271785636	0.00622425419072483	0.00545892481064288	0.0057832645901464	0.00987956806001195	0.0042601508056878	0.00570296374067142	0.00709382219073942	0.00611284906514785	0.00429240763804339	0.00458340372343282	0.00625772235318487	0.00597559765456607	0.00753616556758175	0.00472268079929041	0.00542424176250088	0.00364741327080783	0.00445424959379017	0.00545837016612186	0.00475898823451056	0.00477577988660195	0.00538042703362086	0.00608342143448944	0.00590649825171154	0.00480732907753735	0.004027527359324	0.00663799625269851	0.00640149519738323	0.00739219562785774	0.00545090964331071	0.00783863922333562	0.00626084997814299	0.00605699256086376	0.00377477198277687	0.00520946659100501	0.00493123283990004	0.00463901976369119	0.00393476931047933	0.00648615441646583	0.00420186836901353	0.0061987089583935	0.0047595988476237	0.00731908316108428	0.00746506963127734	0.00437000729437721
"7"	5.2632	0.00537272935099251	0.00593640884045599	0.00433304844757509	0.0053154895878432	0.00656173640176313	0.00648150736360385	0.00639327291146162	0.005593467671831	0.00529398003207136	0.00730844921464512	0.00541849915907244	0.00522697505806707	0.00589135132951039	0.00393745555537619	0.00473996657463087	0.00465064144757383	0.00483598246654827	0.00939335590080878	0.00605744376184613	0.00373478064395995	0.00344923861363956	0.00401396453043291	0.00953456560911387	0.00540747056073991	0.00583405388700347	0.00410844369950194	0.00461816990795171	0.00405988089412616	0.0066124797960571	0.0057367141948208	0.00557378077360788	0.00643288793353315	0.00341813286754362	0.0056965405834511	0.00836095726173225	0.00446803488206124	0.00588274758746104	0.00590915178576182	0.00481798974798794	0.00437970786107951	0.00558200969643339	0.00423950946640737	0.00609523152727754	0.00549596115097126	0.00513349917587705	0.00720355245980312	0.00582389443000149	0.0060639654656344	0.00848125419605917	0.00421604539184157	0.00296915036194512	0.0040514737903664	0.00536676186753427	0.00443231450638757	0.00475424171846357	0.00478506715554736	0.00479307608902504	0.00572009482380548	0.00505195528229078	0.00395995853992846	0.00364194265452242	0.00609457435153059	0.00590315185946506	0.00587067118629273	0.00450022981638898	0.00491736938049368	0.0056014149883475	0.00567469293790407	0.00329533033191603	0.00421160044005949	0.00342692938943597	0.00478058925686757	0.0041002048122515	0.00507951396440972	0.00460144042505186	0.00627131753815668	0.00605890211984686	0.00499390160807556	0.00528527540234637	0.00624540754479699	0.00543842563078194	0.00577357185375924	0.00489979952950128	0.00503052985547548	0.00524470705412056	0.00461659416977631	0.0053110398719438	0.00492984467596744	0.00476804551061248	0.00623531818245648	0.00565818916834658	0.00577122407161974	0.00992395589079688	0.00430083273288817	0.00572016169621994	0.00708790206913989	0.00609213519141964	0.0042567044941962	0.0045958742662946	0.00621070414061723	0.0059943135886201	0.00743848754128279	0.00472479617425284	0.00546169988709391	0.00371109835111507	0.00444879056523235	0.0054658570823586	0.00459301946735697	0.00475757725934247	0.00545951781818603	0.00605628332215687	0.00586880563889108	0.00482895167478623	0.00404263780554608	0.0065739787543164	0.00640390847418677	0.00746899799976041	0.00545764866930923	0.00779128158862087	0.00636144620261885	0.00608380587711864	0.00377344561734194	0.00518739873953255	0.00494713151206685	0.0046430384144623	0.00386775558635709	0.00637670404707385	0.00416960012752189	0.00620511872442997	0.00473276554811188	0.00731098382887422	0.00738029418406377	0.0042781176154963
"8"	5.3133	0.00522530717831754	0.00593887602161279	0.00440884887650897	0.00531542818382177	0.00667212961452695	0.00648566877992058	0.00639375623764274	0.00564382279622486	0.00531921202228202	0.00734350877945245	0.00536693832428619	0.00523783370072725	0.00586647532943744	0.00387464765145251	0.00481535660062323	0.00464163388296764	0.00486055568231415	0.00937879158741217	0.00603613836073748	0.00372948244816	0.00346428035136985	0.00405394357053915	0.00945073332154189	0.00542364418362193	0.00582170595089936	0.00418980413884969	0.00462229116064009	0.00406020889120402	0.00661117515011736	0.00582920602316133	0.00561704224404752	0.00639178853232951	0.00339631580367934	0.00568310278248071	0.00837260068134165	0.00446451497905769	0.00595288288869862	0.00587099094707288	0.00483699529007584	0.00437803985064225	0.00557811327244483	0.00431842969829536	0.00597628487700864	0.00555983873062858	0.00513385590117352	0.00703325522837368	0.00581829895699751	0.00611221531324309	0.00850435047279324	0.00424806735999912	0.00300368781756555	0.00407224912432822	0.00536330475771041	0.00440101188637252	0.00471834575652672	0.00477149651234388	0.00482296772833492	0.00574313180984	0.0050464516453072	0.00391742248687039	0.00364705379105995	0.00610410765820186	0.00591168016941915	0.00585267586115563	0.00439228575173103	0.00488228743359599	0.00579953674743849	0.00565451091914234	0.00338309303484606	0.00416405664287946	0.00331101796255523	0.00472913302255864	0.00403409134856441	0.00513313611817192	0.00461166506842996	0.00627075939775233	0.00594420000863449	0.00498812470698136	0.00541628116120438	0.00633852413533703	0.00544491834933839	0.005752769681188	0.00499957781624699	0.0050444627323066	0.00514052538809725	0.00463089925648496	0.00528917290618171	0.00489231277842736	0.00476685656007402	0.00624908127286365	0.00571104114611496	0.00575333428076473	0.00999605100862706	0.00433517359975642	0.00571314005968055	0.0071147462554124	0.00609093728810026	0.00420641276093878	0.00460924340523463	0.00620306375863226	0.00601180283386167	0.00734292746935657	0.00474973938379813	0.00548234422757573	0.0037177263675255	0.00448787703893396	0.00546387547800646	0.00456628257524161	0.00476725415542623	0.00546566625213124	0.00602775130658836	0.00582349717589655	0.00488474055614245	0.00405587687594062	0.00654916698276004	0.00645599557257528	0.00748548079301251	0.00553160387905833	0.00777191773599119	0.00638953209949108	0.00609536626136481	0.00377648191576485	0.00516326729715921	0.00497282750974697	0.00463112014738578	0.00376972472708355	0.00631906526435148	0.00416890607231872	0.0061927662331158	0.00474748868834333	0.00726884453216601	0.00730647066681052	0.00419997509540452
"9"	5.3634	0.0051577845787926	0.00593382249950751	0.00453840532885379	0.00532154084378171	0.00677005265959552	0.00642930316896916	0.00636922817718173	0.00564633901175246	0.00536193090391374	0.00736055828937045	0.00531763549241408	0.0052793653817185	0.00580124841305138	0.0038740257879177	0.00481224055824501	0.00460771377401847	0.0047183456950701	0.00941832498822982	0.00598130287136646	0.00365925194501487	0.0034181144836186	0.00406598403082052	0.00936716945010692	0.00543225869124169	0.00582779278358229	0.00434176816702279	0.00461014824021721	0.00406679396180598	0.0066216811805128	0.00587550715623373	0.00563886417765186	0.00646526034422698	0.00342809137195962	0.00567412576792564	0.00836695889420129	0.0045877553132142	0.00603831026241703	0.00585882098521952	0.00487656474874436	0.00436783730831618	0.00560113075691277	0.00431201662917893	0.00588039605885335	0.00559416499207029	0.00513609796832895	0.006915369354127	0.00579879393036694	0.00613257177609179	0.00855280193378352	0.00431560442542376	0.0030159630001738	0.00412707996883602	0.0053753020101886	0.00435628937489643	0.00469174243649246	0.00477598793141778	0.00482128072467802	0.00582445973741923	0.00505193884254378	0.00391911601019405	0.00358336357401986	0.00612024369717441	0.0058854400399183	0.00585703569998276	0.00441455106668878	0.00489569998196612	0.00591663205136382	0.00567491209314885	0.00350031747453538	0.00423311381275679	0.00333855369812692	0.00475520181503719	0.00399734419606755	0.00528123792388486	0.00454346322737063	0.00626958935508977	0.00587148916513578	0.00496864413850773	0.00554837409778504	0.00641762773605098	0.00538636315103774	0.00573916777705796	0.00484846142850041	0.00503393349530596	0.00502572117295635	0.00461704864041446	0.00529104201899674	0.00482690697134992	0.00476238149844614	0.00625883962088906	0.00578601620482896	0.0057546623652366	0.0100313146105108	0.0044023031291826	0.00565808790845109	0.0071103203634033	0.00610827576276537	0.00416905129386705	0.00461141215582241	0.00618002085939165	0.00601027530477707	0.00733118952222157	0.00475918768228053	0.00547529605478335	0.00372008630425287	0.00454126155312389	0.00545298426309792	0.00435219305131409	0.00478491807659931	0.00546830649065802	0.00605568589932343	0.00572042631193907	0.00488390722062307	0.00401109846797332	0.00656177921284702	0.0065405022197673	0.0075412083179645	0.00555483118581585	0.00777131650693215	0.00643622564991556	0.00609880164483264	0.00374059516974768	0.00513301442181733	0.00495286452305352	0.00462081230904073	0.00372046946637147	0.00631413767428494	0.00417675397004113	0.00626701870812728	0.00473234204243567	0.00730789107461911	0.00719803678467679	0.00413013073628719
"10"	5.4135	0.00512572988340558	0.00589909983217887	0.00461276905247352	0.00532382420359957	0.00684845981387191	0.00639958758981848	0.0063349836172679	0.0056428364342982	0.00530349639734747	0.00734421808171476	0.00524039543760409	0.00529707702876905	0.00579392658307649	0.00383711366232617	0.00477576825038697	0.00463280838858121	0.00466304161978474	0.00942686765941901	0.0059707067650103	0.00359744898751577	0.00333436937280414	0.0041214175516955	0.00928103634308056	0.00543170215630146	0.00585366141862227	0.00459664637605218	0.00460936315803697	0.00405226341265408	0.00663375173698995	0.00588759774678208	0.0056483306414592	0.00645543478737264	0.00340388909983669	0.00567897500913793	0.00831844645281627	0.00485605286817612	0.00621123116181375	0.00574643441861107	0.00488381746305643	0.00433418176459929	0.0055777194211315	0.00431187125361319	0.00594817412826444	0.00561307687956431	0.00517249582304108	0.00682953180872111	0.00580888927491813	0.00614060480238654	0.00854247112293627	0.00443406776383433	0.00302064565600844	0.00409832367267427	0.00540558595022366	0.00435772249719233	0.00469348133249807	0.00476407686892327	0.004852550137776	0.0059088547762986	0.00504032061346126	0.00393063487931386	0.00356209564015399	0.00615351998705409	0.005897350165135	0.00585792706976506	0.00449570333783918	0.00490512880180592	0.0059617725067798	0.00565817400684785	0.00350894931801697	0.00440096466206988	0.003399077026287	0.00477974024090252	0.00399704092680139	0.00541946514435369	0.00442026018012002	0.00626871193245505	0.00585883820092912	0.00496938310670813	0.00565576853315684	0.00644448594301567	0.00538056974711632	0.00573258395197847	0.00463945448870461	0.00504283523529437	0.00486590477966662	0.00461592254807766	0.00529467401443185	0.00478549845311209	0.00474015140605501	0.0062691868084096	0.0059645972491309	0.00577100030399654	0.0100803385071372	0.00448649837429166	0.00549940123595942	0.00712518508361479	0.00609950526397599	0.00418784732731875	0.0046049971628442	0.00612604348940286	0.00606206640624371	0.00731305883638582	0.00476205903657684	0.00547650664316774	0.00373957538608965	0.0046995642704363	0.00541586342832397	0.00416422521257349	0.00477433894460062	0.00547428683068124	0.00607635609356246	0.00572711246526203	0.004906965378996	0.00397356061230595	0.00658205033171329	0.00654656176442655	0.00769173371000322	0.00555504104023321	0.00775509930052027	0.00641788363734858	0.00614462851441052	0.0036825087307518	0.00514732889523117	0.00494881183680347	0.0046254859901611	0.00370390211732877	0.00631021854021984	0.00417841811260093	0.006367356054132	0.00466371093207169	0.00729173657764765	0.00707316418572113	0.00414002719065506
