0,1,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0
0.05,0.99977,0.0074667,1.4386e-06,0.008859,1.8892e-07,0.012518,4.7167e-07,0.011948,2.2804e-06,0.01151,1.2013e-07,0.010702,5.2278e-07,0.0083187,1.209e-06,0.010775,6.4389e-07
0.1,0.99953,0.005047,0,0.010319,2.3918e-07,0.01391,1.5748e-06,0.010066,3.0089e-06,0.009091,2.233e-06,0.0095407,3.2303e-07,0.011724,0,0.0079553,1.9004e-06
0.15,0.9993,0.0065593,6.3465e-07,0.0091115,8.9915e-07,0.013076,7.1665e-07,0.010863,1.6504e-06,0.0075683,7.3408e-08,0.0093824,3.0484e-06,0.0084497,1.4929e-06,0.0070563,2.5072e-06
0.2,0.99906,0.0022,1.6853e-06,0.0092839,3.9057e-07,0.014958,8.4796e-07,0.010659,1.3758e-06,0.0099868,3.0581e-06,0.0073938,3.718e-07,0.010093,1.9433e-06,0.0062817,2.0779e-06
0.25,0.99883,0.0053294,1.3996e-06,0.010664,0,0.017425,1.1967e-06,0.011636,1.1986e-06,0.011843,1.7239e-06,0.0056585,2.2206e-06,0.010963,3.0166e-06,0.0054662,5.4051e-07
0.3,0.99859,0.0038232,2.565e-07,0.0104,0,0.016903,2.0372e-06,0.010902,7.0082e-07,0.0096092,1.1495e-06,0.0075532,2.5664e-06,0.0088728,2.7887e-07,0.0039698,3.2566e-07
0.35,0.99836,0.0018551,1.005e-06,0.0089587,2.1352e-06,0.013839,1.7914e-06,0.0092747,2.1605e-06,0.0087696,9.8069e-07,0.0071871,8.8606e-07,0.0093463,2.0392e-06,0.0042017,2.028e-08
0.4,0.99813,0.004775,9.9461e-07,0.0092115,5.3197e-07,0.0099991,8.9042e-07,0.011139,2.1327e-06,0.0116,4.6376e-07,0.0065927,7.1421e-07,0.0097588,8.6274e-07,0.007911,1.105e-06
0.45,0.99789,0.0013567,0,0.01383,4.4575e-07,0.013863,9.6579e-07,0.0087078,1.4794e-06,0.011574,1.0858e-06,0.0097377,0,0.0087959,5.1591e-07,0.0087611,9.5448e-07
0.5,0.99766,0.00027782,0,0.013584,0,0.012841,3.9457e-10,0.010705,2.0408e-06,0.011616,1.631e-07,0.0095484,4.6385e-07,0.011668,1.4886e-06,0.0042215,1.9376e-07
0.55,0.99742,0.002981,1.5328e-06,0.014749,6.3937e-07,0.015256,2.1245e-07,0.012928,3.8493e-07,0.0080025,7.8684e-07,0.0075679,1.0779e-06,0.010721,9.6537e-08,0.0053619,4.5881e-08
0.6,0.99719,0.00062891,8.699e-07,0.015709,1.69e-07,0.016536,2.3734e-06,0.0083871,1.2831e-06,0.010672,6.7424e-07,0.0072693,1.0003e-06,0.013136,1.944e-06,0.0044181,1.4102e-06
0.65,0.99695,0.0027306,2.2932e-06,0.01698,1.2357e-06,0.015843,0,0.0085427,4.9656e-07,0.0074119,2.2911e-06,0.0068122,1.058e-06,0.014995,4.5068e-07,0.004737,1.2558e-06
0.7,0.99672,0.00058895,1.5587e-06,0.014924,9.8495e-07,0.01546,5.6075e-07,0.0076082,1.2091e-06,0.005112,1.8016e-06,0.005617,1.0552e-06,0.014301,1.6052e-06,0.0058437,2.3139e-06
0.75,0.99648,0,8.5349e-08,0.014541,4.7536e-08,0.014656,7.0289e-07,0.0078726,1.9038e-06,0.0065506,1.0541e-07,0.0058085,4.4236e-07,0.017701,1.8151e-06,0.0079818,1.6387e-06
0.8,0.99625,0.0019071,6.976e-07,0.012111,9.4619e-07,0.013042,1.0989e-06,0.012036,2.1658e-07,0.0097517,1.0745e-06,0.0088983,1.4041e-06,0.01463,6.347e-07,0.0092146,0
0.85,0.99602,0.0019111,1.0206e-06,0.010044,2.1049e-06,0.014517,8.718e-07,0.013533,6.7023e-08,0.0098667,1.976e-06,0.0068269,4.0087e-07,0.012341,2.609e-07,0.0071478,4.0659e-07
0.9,0.99578,0.001259,9.8889e-07,0.010686,4.0977e-07,0.012616,0,0.017485,0,0.01098,3.8673e-06,0.010644,1.2308e-07,0.0071095,1.791e-06,0.0095706,1.953e-07
0.95,0.99555,4.6203e-05,2.0481e-06,0.014094,6.2806e-07,0.010531,7.4524e-07,0.016989,2.2086e-06,0.0092701,8.1501e-07,0.011369,1.1622e-06,0.0051445,1.5676e-06,0.011028,5.0726e-07
1,0.99531,0.0011254,0,0.012916,0,0.014696,7.1537e-07,0.016532,3.4677e-06,0.0075051,2.9897e-06,0.010176,1.094e-07,0.0038689,7.0448e-07,0.0095903,7.6197e-07
1.05,0.99508,0.0028142,1.5485e-07,0.0076995,0,0.015292,1.3046e-06,0.013947,1.7673e-06,0.0072838,9.2998e-07,0.0053453,2.9528e-06,0.0035814,1.4583e-07,0.0082589,6.3605e-07
1.1,0.99484,0.004864,1.0152e-06,0.0039821,9.1682e-07,0.015752,3.7045e-07,0.015306,1.0831e-07,0.0018437,2.1878e-07,0.0057315,1.7242e-07,0.006563,1.2032e-06,0.0030468,0
1.15,0.99461,0.0054099,2.2074e-06,0.0068211,3.5564e-07,0.017094,6.8648e-07,0.016707,1.2708e-06,0.00016196,6.153e-07,0.004693,8.6457e-07,0.006356,1.4748e-06,0.0014129,4.3673e-07
1.2,0.99438,0.0043141,7.1937e-07,0.0076044,6.6371e-07,0.01801,2.2242e-06,0.019022,2.802e-07,0.00060187,2.8598e-06,0.0042211,3.1685e-06,0.005856,2.5724e-06,0.001188,0
1.25,0.99414,0.0068241,3.9285e-07,0.0061359,2.6699e-06,0.018497,2.0684e-06,0.019023,3.0052e-07,9.4548e-05,1.2824e-06,0.0045602,2.5658e-06,0.0067723,4.1273e-07,0.0024806,7.9564e-08
1.3,0.99391,0.0092891,5.6956e-07,0.0056928,0,0.017918,1.5886e-06,0.022797,1.8134e-06,0.0011836,4.4993e-07,0.0036478,2.8387e-07,0.0070244,1.1208e-07,0.0018922,1.813e-07
1.35,0.99367,0.010106,1.2843e-06,0.0076398,4.3732e-07,0.01924,1.4329e-06,0.023479,1.3e-06,0.0060305,2.2282e-06,0.0038613,9.9661e-07,0.0091973,9.764e-08,0.0013477,0
1.4,0.99344,0.010974,3.178e-07,0.0046204,2.3601e-06,0.020371,2.0777e-06,0.025891,1.2969e-06,0.0072196,3.5892e-07,0.0034319,2.4641e-07,0.0068745,1.3195e-06,0.0020473,5.25e-07
1.45,0.9932,0.010251,8.0767e-07,0.00080663,1.4857e-06,0.023034,2.636e-06,0.030697,1.7411e-06,0.0054171,0,0.0071078,4.6498e-07,0.0091785,2.369e-06,0.0031274,7.4476e-07
1.5,0.99297,0.010858,2.438e-06,0.0062852,1.1585e-06,0.019277,3.5208e-06,0.030787,0,0.005977,5.4227e-08,0.0055065,7.5861e-07,0.010622,8.8582e-07,2.9848e-05,4.7458e-07
1.55,0.99273,0.010107,3.1076e-06,0.0097111,2.827e-06,0.020705,8.5153e-07,0.030256,1.1006e-06,0.0068587,2.3009e-06,0.0012,7.5412e-08,0.0073879,1.0187e-06,0.0017111,6.2067e-08
1.6,0.9925,0.010111,1.2156e-06,0.010553,1.0893e-06,0.021811,3.4718e-06,0.032214,1.7598e-07,0.016048,3.5979e-07,0.0059249,1.8142e-07,0.011474,1.6437e-06,0.00018986,5.3802e-07
1.65,0.99227,0.0081954,7.9938e-07,0.010647,2.8343e-07,0.021892,6.0315e-07,0.030093,1.0163e-06,0.012639,0,0.0049644,1.485e-06,0.012783,7.4759e-07,0.0011128,1.3968e-07
1.7,0.99203,0.0085025,2.0366e-06,0.0090234,0,0.019621,1.1644e-06,0.032348,2.9627e-06,0.012758,1.5883e-07,0.0066349,1.8237e-06,0.0099038,9.7227e-07,0.0027669,2.5483e-06
1.75,0.9918,0.010526,1.7397e-06,0.0075186,8.6482e-08,0.02087,4.7076e-07,0.031744,1.753e-07,0.012451,5.6939e-07,0.0073793,1.7543e-06,0.0076524,2.0281e-07,0.0014652,0
1.8,0.99156,0.010909,7.2179e-07,0.0096155,0,0.020374,7.7375e-07,0.028768,1.3166e-07,0.013499,9.7717e-07,0.005021,1.8247e-06,0.0046255,8.5222e-07,0.0012684,2.2053e-06
1.85,0.99133,0.012349,1.0014e-06,0.010395,1.17e-06,0.023212,9.2227e-07,0.023335,9.813e-07,0.011717,1.9364e-06,0.0020001,9.9401e-07,0.0063005,1.9308e-06,0.00040178,3.5703e-07
1.9,0.99109,0.014556,1.4676e-06,0.012447,2.4061e-06,0.024018,1.4169e-06,0.02539,1.2959e-06,0.012187,1.4892e-06,7.2082e-05,8.5515e-07,0.005989,1.5841e-07,0.0019596,0
1.95,0.99086,0.014651,1.3846e-06,0.011088,2.3674e-06,0.02028,8.5146e-07,0.02286,5.3215e-08,0.011089,0,0.0010214,1.9399e-07,0.0065862,2.6632e-07,0.0020346,1.5003e-06
2,0.99062,0.017244,1.3033e-06,0.013478,1.5438e-06,0.022038,2.2365e-06,0.021305,5.7347e-07,0.010963,1.1415e-06,0.0017693,8.0373e-08,0.0070885,2.3647e-06,0.0011611,0
2.05,0.99039,0.015289,9.049e-07,0.014434,3.5849e-07,0.022599,3.5844e-08,0.024416,1.0539e-06,0.012535,1.1696e-06,0.0012152,2.1246e-06,0.0096504,0,4.2128e-05,1.7791e-06
