0,0.0001,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99,0.01,0,0.99
0.15,0.0001015,0.0099567,1.8178e-06,0.988,0.010883,0,0.99313,0.0094088,5.2022e-07,0.9899,0.0084757,1.364e-06,0.99015,0.0070801,1.8397e-06,0.99053,0.010541,2.5368e-07,0.98774,0.0057087,1.1008e-06,0.98822,0.003256,2.4529e-06,0.99884,0.0070263,9.6457e-07,0.99206,0.016055,7.2165e-07,0.99017,0.013417,2.3111e-06,0.994,0.0042796,7.7736e-08,0.99545,0.019037,2.3608e-06,0.99386,0.012183,2.1965e-06,0.98695,0.0062902,3.0604e-07,0.98857,0.0097795,1.2756e-06,0.99389,0.018295,5.0657e-07,0.98679,0.0068002,2.6189e-06,0.99143,0.0095805,0,0.99602,0.011327,0,0.99163,2.5817e-05,2.7245e-06,0.98797,0.0088124,4.686e-07,0.98264
0.3,0.000103,0.011953,3.1803e-06,0.98193,0.010938,2.587e-06,0.99127,0.0076036,3.2337e-06,0.9869,0.0089296,1.1521e-06,0.98621,0.0040196,5.104e-07,0.9898,0.010494,1.1872e-06,0.98552,0.0059098,3.0921e-06,0.9958,0.006771,2.6324e-06,0.99689,0.0063856,6.7091e-07,0.99245,0.0088535,2.224e-06,0.99536,0.0096277,0,0.99398,0.00033906,1.8772e-07,0.99574,0.014251,1.1023e-06,0.99171,0.017669,0,0.98373,0.00015581,3.9998e-08,0.99358,0.006459,2.6638e-06,0.99147,0.016605,1.289e-06,0.99593,0.010822,3.0343e-07,0.99632,0.01234,1.8656e-06,0.99631,0.013618,6.2095e-08,0.98998,0.0016011,8.6877e-07,0.99035,0.0062522,8.1232e-07,0.98237
0.45,0.0001045,0.012035,1.3751e-06,0.9843,0.0087759,2.4565e-07,0.98724,0.0098168,3.6982e-07,0.98815,0.0088923,5.7111e-07,0.98752,0.0088248,1.3264e-06,0.997,0.014377,1.3976e-06,0.98724,0.011155,7.6232e-07,0.99397,0.0045534,1.3506e-06,0.99217,0.0098485,1.4003e-06,0.99193,0.015361,1.9869e-06,0.99808,0.010787,1.6135e-06,1,0.0012959,5.7057e-07,0.98598,0.0096563,0,0.98791,0.010248,1.677e-06,0.97267,0.0037245,1.4305e-06,0.98822,0.0064858,3.4908e-07,0.99047,0.017267,1.0319e-06,0.99106,0.011858,1.4455e-06,0.99953,0.0069518,7.5548e-07,0.99276,0.016756,1.5427e-08,0.98975,0.0077141,9.091e-07,0.99444,0.0077724,7.4931e-07,0.9821
0.6,0.000106,0.015905,3.1237e-07,0.98517,0.0085024,2.231e-06,0.98078,0.0073731,1.3622e-07,0.99238,0.013249,3.0212e-06,0.99189,0.0044907,1.1912e-06,0.99004,0.014672,9.2536e-07,0.98398,0.015329,5.9299e-07,0.99214,0.0024551,9.5564e-07,0.99281,0.0058059,1.0895e-06,0.98367,0.0081884,2.2886e-06,0.99988,0.0055299,1.6136e-06,0.99962,0.0028452,2.8451e-06,0.98998,0.0021801,4.4539e-07,0.98732,0.016118,9.087e-07,0.9685,0.001999,9.9987e-07,0.99053,0.003022,1.1525e-06,0.99506,0.022478,1.6219e-06,0.98951,0.0093013,3.8551e-08,0.99567,0.011946,2.3747e-06,0.99684,0.010394,0,0.99141,0.005686,3.1616e-07,0.99938,0.010557,2.1626e-07,0.97904
0.75,0.0001075,0.021923,0,0.99229,0.0080286,3.3529e-07,0.98324,0.00592,1.4772e-06,0.99253,0.017833,2.7049e-08,0.98847,0.0080708,1.418e-06,0.99398,0.013678,1.0739e-06,0.98394,0.011774,5.5881e-07,0.99052,0.0051205,1.8115e-06,0.99464,0.011164,1.2206e-06,0.99064,0.0071661,3.4567e-06,0.99817,0.0013285,3.1346e-08,0.99851,0.0069329,5.7017e-07,0.99347,0.0058766,2.9381e-07,0.98703,0.014057,3.3557e-07,0.9728,0.0034812,2.4287e-06,0.99083,0.0065317,5.5041e-07,0.99665,0.024969,1.9274e-06,0.9972,0.0046185,9.2138e-07,0.99676,0.012663,1.6462e-06,0.99616,0.010226,2.2171e-06,0.98887,0.013372,1.9998e-06,0.99717,0.015633,4.3511e-06,0.97941
0.9,0.000109,0.031379,3.5575e-07,0.99731,0.01768,1.1388e-06,0.98068,0.01077,4.4689e-07,0.98981,0.0072543,6.1029e-08,0.99382,0.0096613,1.0758e-08,0.99786,0.015416,2.5438e-06,0.98149,0.0031028,1.0831e-06,0.99251,0.012285,0,0.99782,0.016646,3.2351e-06,0.98741,0.0070047,5.3536e-07,1,6.4647e-06,1.1196e-06,0.99673,0.0067342,1.4961e-06,0.99316,0.00064119,2.0725e-06,0.98064,0.010975,2.188e-06,0.97566,0.00045801,8.9173e-07,0.99147,0.0038343,1.1547e-06,0.99504,0.02115,5.6611e-07,0.99241,0.0032607,5.7424e-07,0.99692,0.011245,3.1501e-07,0.99382,0.013655,1.8981e-06,0.9944,0.021085,0,0.99636,0.022368,0,0.98272
1.05,0.0001105,0.022676,8.7385e-07,0.9994,0.014188,2.59e-06,0.98225,0.0054843,6.778e-07,0.98989,0.0037268,1.2455e-06,0.99457,0.0083503,1.1649e-06,0.99336,0.016499,1.7454e-07,0.98211,0.0011677,4.7479e-07,0.9902,0.0082614,3.8716e-07,0.9981,0.012035,1.0826e-06,0.98674,0.0060976,2.0116e-06,0.99967,6.0091e-05,0,0.99406,0.0069354,6.8427e-07,0.99283,0.0063036,1.7868e-06,0.98115,0.0094509,0,0.98664,0.0052857,3.5388e-07,0.99377,0.0066394,8.0381e-07,0.99265,0.014045,2.1463e-06,0.99124,0.0018484,4.7922e-07,0.99968,0.014484,1.0022e-06,0.99634,0.010615,6.488e-08,0.99357,0.02366,0,0.99041,0.02051,2.7011e-07,0.98172
1.2,0.000112,0.020818,5.8165e-07,0.9963,0.019291,6.6633e-07,0.98298,0.0043828,4.9456e-07,0.98769,0.0060016,1.2966e-06,0.99428,0.0011871,1.8718e-06,0.99995,0.018994,2.2568e-06,0.98623,0.00072386,7.4044e-07,0.99414,0.010567,9.4522e-07,0.99342,0.012208,1.7785e-06,0.98427,0.0072776,0,0.99205,0.0018614,3.5731e-07,0.99189,0.0083355,1.2282e-06,0.98637,0.0056273,1.9481e-06,0.98532,0.0070733,1.1017e-06,0.98189,0.0088789,5.3079e-07,0.98164,0.0079077,6.2605e-07,0.99383,0.015327,8.8784e-08,0.98911,0.0013656,9.633e-07,0.99788,0.010953,1.1659e-06,1,0.0121,2.5813e-07,0.99614,0.025191,4.7425e-07,0.99626,0.029586,8.4865e-08,0.98391
1.35,0.0001135,0.018997,6.7946e-07,0.99049,0.023781,1.0025e-07,0.98411,0.0040416,1.5643e-06,0.9917,0.0093393,2.2576e-07,0.99663,0.0013308,1.5946e-06,0.99897,0.012947,8.9553e-07,0.99117,2.2273e-05,7.2985e-08,0.99571,0.011817,1.0969e-06,0.99402,0.015569,3.0826e-06,0.98832,0.0052479,1.6913e-07,0.99223,0.00064756,8.7197e-07,0.98762,0.0035873,4.991e-07,0.98052,0.007871,2.4304e-07,0.9847,0.0061998,1.1932e-06,0.97885,0.007564,1.2622e-06,0.98672,0.0092713,4.5144e-07,0.98912,0.0096654,1.5884e-06,0.99129,0.002409,2.1233e-06,0.99945,0.0099348,0,0.99356,0.010408,1.8763e-06,0.98901,0.020512,0,0.99555,0.027911,1.1242e-06,0.98506
