0,0.0001,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99
0.25,0.00010125,0.010959,1.9606e-06,0.98157,0.0053564,2.8228e-07,0.99227,0.010693,3.4273e-06,0.9911,0.017459,1.4314e-06,0.98831,0.012916,2.0675e-06,0.99244,0.011652,2.773e-06,0.99084,0.011865,7.8385e-07,0.99266,0.005689,1.2554e-06,0.99164,0.011002,2.4749e-06,0.9844,0.0055034,1.8099e-06,0.99091,0.010242,1.817e-06,0.99334,0.0064614,1.3853e-06,0.98725,0.0043681,1.2437e-06,0.99114,0.0083132,8.4616e-07,0.98503,0.0086547,6.6072e-07,0.98433,0.0046324,1.5854e-08,0.99493,0.012414,1.515e-06,0.99264,0.011232,1.6047e-08,0.98639,0.0035763,4.0254e-07,0.98287,0.01612,1.0976e-06,0.99372,0.015223,2.4886e-06,0.99557,0.0091457,1.6392e-06,0.99546,0.0011127,6.6025e-07,0.99335,0.0090462,2.1967e-06,0.99257,0.0083318,1.2963e-06,0.99253,0.010176,1.0683e-06,0.99597,0.013335,2.1046e-06,0.99717,0.0078687,1.6974e-06,0.99033,0.0094415,4.1148e-06,0.99004,0.0024073,6.06e-07,0.98832,0.0022198,5.1255e-07,0.99951,0.011295,1.1648e-06,0.99376,0.021243,9.9045e-07,0.99023,0.01049,3.211e-06,0.98378,0.013922,5.878e-07,0.98456,0.0076795,1.3187e-06,0.98683,0.0068677,2.4354e-08,0.98165,0.0093852,1.286e-06,0.98848,0.013925,6.6929e-07,0.99619,0.010005,9.526e-08,0.98489,0.0049011,0,0.97993,0.010419,1.7325e-06,0.98974,0.011902,1.9861e-06,0.98605,0.011909,1.0742e-07,0.98623,0.010238,3.3459e-06,0.99358,0.00023422,5.5734e-07,0.99667,0.020534,1.7955e-06,0.99654,0.012361,7.2227e-07,0.99379,0.015189,3.2843e-06,0.98419,0.0062407,2.9569e-06,0.99352
0.5,0.0001025,0.0070715,4.348e-07,0.98425,0.00027829,4.4787e-07,0.99763,0.013626,2.3597e-06,0.99878,0.012912,2.1787e-06,0.99138,0.010703,1.2285e-06,0.99659,0.010761,1.7883e-07,0.98716,0.011669,8.8351e-07,0.98776,0.0095952,1.8333e-08,0.99972,0.01178,8.317e-07,0.98558,0.0042793,1.3705e-06,0.99546,0.013658,8.0893e-07,0.98717,0.012295,1.5953e-06,0.98836,0.0054026,1.6631e-06,0.98834,0.0062559,6.5179e-09,0.99088,0.0041724,1.0712e-06,0.98384,0.0063549,1.6563e-06,0.99485,0.009571,5.0339e-07,0.99299,0.0079958,1.5495e-06,0.99247,0.0027296,3.7746e-07,0.9856,0.0061185,0,0.98542,0.011795,1.3674e-06,0.99829,0.0056487,3.3451e-06,0.99907,0.0024509,1.2867e-06,0.98805,0.014801,3.2585e-07,0.98919,0.012016,5.2079e-09,0.9921,0.010805,1.2453e-06,0.9975,0.010974,2.7187e-07,0.99384,0.0078221,1.1765e-06,0.98417,0.014647,0,0.98964,0.011903,3.1456e-07,0.98417,0.0080772,5.4389e-07,0.99834,0.018199,1.8786e-06,0.98965,0.02241,1.0536e-06,0.99459,0.0018742,1.7661e-06,0.98354,0.020635,1.5692e-06,0.98122,0.0082555,2.2532e-06,0.99348,0.012137,2.0077e-06,0.98154,0.0091748,0,0.9903,0.015129,1.1354e-06,0.9929,0.017687,1.8437e-06,0.98368,0.0072099,2.4874e-06,0.984,0.0076505,8.2404e-07,0.99063,0.019319,9.6222e-07,0.98093,0.014346,2.6555e-06,0.98409,0.00303,8.9458e-07,0.98915,0.0078937,3.4354e-07,0.99283,0.023754,2.508e-06,0.99833,0.014019,1.4586e-06,0.99344,0.01415,7.8102e-07,0.98854,0.0088942,6.111e-07,0.99308
0.75,0.00010375,0.011361,3.0789e-07,0.98531,0,9.6249e-07,0.99826,0.014581,1.2908e-06,0.99255,0.014754,2.0595e-07,0.99394,0.021781,1.3955e-06,0.9977,0.0079886,1.3406e-06,0.98454,0.0066623,3.4883e-07,0.98722,0.0058553,0,0.99399,0.017866,9.9459e-07,0.98608,0.0080333,2.4804e-06,0.99424,0.01361,5.3276e-07,0.99086,0.011822,1.5169e-06,0.98967,0.005157,1.6115e-06,0.98996,0.011158,2.7567e-08,0.99688,0.015041,1.6804e-06,0.99833,0.0099099,0,0.98907,0.007171,1.3573e-07,0.99421,0.0014023,8.7086e-07,0.98832,0.0069256,8.7707e-07,0.99745,0.0058957,7.8761e-08,0.98152,0.013781,0,0.99914,0.0032292,4.9041e-07,0.99319,0.00349,1.1502e-06,0.98798,0.015665,1.2147e-08,0.9944,0.015069,2.0998e-06,0.98826,0.015322,1.5142e-06,0.99833,0.011744,1.675e-06,0.99244,0.0065878,9.5801e-07,0.98093,0.012648,2.0764e-06,0.9911,0.016647,6.7854e-07,0.98077,0.01008,1.5062e-06,1,0.013739,2.3489e-07,0.9893,0.013516,7.7797e-07,0.98819,0.0071668,2.7817e-08,0.98966,0.025091,1.8477e-06,0.97633,0.0082881,7.31e-07,0.99473,0.0047725,1.1095e-06,0.98146,0.0020058,1.5389e-06,0.98815,0.011544,1.9382e-07,0.99897,0.026777,4.4077e-08,0.98604,0.0057752,1.4694e-06,0.99471,0.012744,1.7142e-08,0.9889,0.020803,5.3825e-07,0.98401,0.01025,5.1511e-07,0.99605,0.0049997,1.0825e-06,0.98939,0.013404,1.5801e-06,0.9937,0.024556,3.4151e-07,0.99503,0.023096,6.6863e-07,0.98929,0.013505,2.1388e-06,0.98977,0.015491,2.3916e-06,0.98623
1,0.000105,0.024887,1.2568e-06,0.98601,0.0011257,2.5458e-07,0.9949,0.012971,1.1899e-06,0.99371,0.014803,0,0.99241,0.025126,0,0.99564,0.016713,2.1264e-07,0.98064,0.0076494,1.0184e-06,0.9914,0.010228,1.9897e-06,0.99927,0.0040897,9.9105e-07,0.98069,0.0096414,6.5124e-07,0.99318,0.016153,3.2508e-07,0.98687,0.0013099,3.6601e-08,0.9896,0.0082432,3.9035e-07,0.99195,0.014348,3.3608e-07,0.999,0.015089,1.8128e-06,0.9997,0.0097976,7.2461e-07,0.98432,0.0083629,1.02e-06,0.99238,0.0016563,7.732e-07,0.99483,0.0071923,1.1934e-06,0.99723,0.0049893,2.0027e-06,0.98292,0.0094672,0,0.99377,0.0034704,1.1919e-06,0.98974,0.0059509,7.2534e-07,0.99723,0.015905,3.6373e-07,0.99792,0.012236,0,0.98686,0.0044871,2.3295e-08,0.99455,0.007286,1.2441e-06,0.99202,0.0065682,1.6818e-06,0.98251,0.014798,3.168e-07,0.99307,0.019832,0,0.97768,0.0093191,2.3084e-06,0.99882,0.0081265,0,0.98392,0.013359,1.2062e-06,0.98499,0.0040842,1.3703e-06,0.99049,0.018036,1.4625e-06,0.97798,0.0204,2.181e-06,0.99783,0.0046124,1.4132e-06,0.98099,0.0029882,2.4833e-06,0.98261,0.0079945,3.9665e-07,0.98815,0.024712,3.9531e-07,0.98102,0.0068033,7.547e-08,0.99711,0.011377,1.9343e-06,0.99646,0.026018,4.0689e-06,0.99328,0.011499,1.1823e-06,0.99206,0.0065463,1.3398e-06,0.99454,0.024073,3.9323e-06,0.99401,0.031946,0,0.99258,0.02416,3.9711e-07,0.98478,0.0089639,2.6195e-06,0.98957,0.01987,2.9353e-07,0.98556
1.25,0.00010625,0.015026,1.4154e-06,0.98777,0.006811,9.996e-07,0.99961,0.0061898,2.3989e-07,0.99881,0.018613,1.0834e-06,0.99361,0.02119,2.5274e-07,0.99437,0.019274,1.0529e-06,0.98152,9.5814e-05,1.3118e-07,0.98949,0.0045885,7.6944e-07,1,0.0070732,4.7845e-07,0.97714,0.0024747,1.6098e-06,0.99909,0.015985,1.7904e-06,0.99311,0.0015818,1.0139e-06,0.99911,0.011435,9.5391e-07,0.99832,0.013221,6.6626e-07,0.9918,0.014829,1.4987e-06,0.99336,0.0077881,1.1333e-07,0.98991,0.0045311,0,0.99589,0.0026641,5.2122e-07,0.99538,0.0077743,1.1431e-06,0.99687,0.0039197,5.7858e-07,0.98516,0.0029982,6.7446e-07,0.98811,0.0023085,2.3567e-06,0.99156,0.010173,2.0221e-06,0.99496,0.0046252,6.347e-07,0.9982,0.015967,1.5325e-06,0.98556,0.0067762,8.2125e-07,0.98579,0.012511,1.9806e-07,0.99815,0.0088584,2.2497e-06,0.98219,0.0048116,1.9974e-06,0.99522,0.024637,0,0.9786,0.0081259,4.9858e-07,0.99768,0.0091948,7.0801e-07,0.98234,0.0048985,4.4982e-07,0.98497,0.0054973,2.479e-07,0.99263,0.013524,1.3561e-06,0.97699,0.022426,1.3897e-06,0.99785,0,2.3096e-06,0.97643,0.0039978,1.261e-06,0.98747,0.0080781,5.2461e-07,0.98645,0.030406,7.8589e-07,0.97787,0.0048644,1.4739e-07,0.99446,0.014014,1.7841e-06,0.99987,0.033772,1.4938e-06,0.99096,0.015431,2.2443e-06,0.99569,0.0025476,1.2729e-06,0.99323,0.025052,2.7627e-06,0.98711,0.043141,1.6724e-06,0.98774,0.032997,1.6929e-06,0.98287,0.0085486,3.6551e-07,0.99047,0.027272,0,0.99242
1.5,0.0001075,0.016398,1.3834e-07,0.99201,0.010818,1.8879e-07,0.9992,0.0063217,0,0.9945,0.019373,0,0.99597,0.015797,7.7044e-08,0.99774,0.031087,9.1008e-07,0.98143,0.0059914,9.4516e-07,0.99296,0.0055154,1.2354e-06,0.99503,0.01101,3.0757e-07,0.97864,2.9312e-05,1.7617e-06,0.99965,0.01761,1.3593e-06,0.99074,0.0011612,9.4336e-07,0.99532,0.02192,9.243e-07,0.99658,0.011257,0,0.99281,0.01407,1.5436e-06,0.99573,0.011321,6.7818e-07,0.98549,0.00054937,1.7255e-06,0.98973,0.0018221,1.698e-06,0.99433,0.0053859,1.8686e-06,0.99768,0.015798,2.2633e-06,0.98821,0.0096478,6.4045e-07,0.98971,0.0081862,7.8075e-07,0.99311,0.0027861,8.202e-07,0.99877,0.0018232,2.3318e-06,0.99907,0.015999,3.5337e-06,0.99498,0.0049671,9.6148e-07,0.98903,0.011795,1.8354e-06,0.9953,0.0062212,1.7723e-06,0.98062,0.0084219,5.2331e-07,0.99597,0.029106,1.2609e-06,0.98524,0.012194,0,0.99908,0.00886,8.464e-07,0.98,0.0062827,6.902e-07,0.98711,0.0027473,1.5684e-08,0.99246,0.0084507,6.8719e-07,0.98338,0.024695,3.3507e-06,0.99779,0.00046669,9.6142e-07,0.97716,0.0012082,2.0778e-06,0.98458,0.017027,2.1258e-06,0.99108,0.038358,1.9949e-07,0.98673,0,7.2143e-07,1,0.012259,0,0.99775,0.030917,3.507e-06,0.98828,0.012886,9.5813e-07,0.99801,0.0035454,7.9906e-07,0.9833,0.026097,1.1883e-06,0.98406,0.041487,3.2866e-06,0.98312,0.023024,4.0598e-06,0.98081,0.0060689,5.7945e-08,0.9866,0.029532,1.43e-06,0.98854
1.75,0.00010875,0.01452,6.4842e-07,0.99855,0.010467,0,0.99559,0.0075577,0,0.99143,0.020946,1.2155e-07,0.99461,0.023661,1.5742e-06,0.99382,0.032113,9.9153e-07,0.97578,0.012471,1.9925e-07,0.99452,0.0073693,3.8862e-07,0.99469,0.0080815,2.3008e-06,0.9852,0.0014622,1.6414e-07,0.99495,0.0045852,3.2239e-06,0.99737,0.0022906,1.404e-06,0.9959,0.021493,1.3674e-07,0.99681,0.016264,1.1075e-06,0.99888,0.010308,1.9529e-06,0.99453,0.0037403,1.3346e-06,0.982,0.00587,1.6291e-06,0.98406,0.0020464,1.0351e-06,0.9969,0.0096878,1.2616e-06,0.99977,0.016582,1.074e-06,0.9875,0.010658,3.3848e-07,0.98698,0.0046306,0,0.99934,0.0020721,7.2679e-07,0.99558,0.0054659,4.0793e-07,0.99961,0.018197,1.251e-06,0.99106,0.005166,1.0737e-06,0.98978,0.01078,0,0.99578,0.00098188,4.8851e-07,0.98637,0.00070408,1.0843e-06,1,0.019086,9.5449e-07,0.9847,0.019454,1.4148e-06,0.99024,0.0080162,4.4583e-07,0.98861,0.0052924,1.8298e-06,0.98745,0.014273,1.4655e-08,0.99306,0.012607,4.5712e-07,0.99007,0.02217,7.8783e-07,0.99942,0.0069741,5.9577e-07,0.97602,0.002939,1.2347e-07,0.98768,0.023218,1.6971e-06,0.98741,0.030295,1.8251e-06,0.99295,0.0087054,2.9462e-07,0.99762,0.013405,0,0.995,0.034424,3.6095e-06,0.9805,0.016633,2.0945e-06,0.99914,0.0056251,2.2134e-07,0.9854,0.025997,1.7577e-06,0.99088,0.039739,3.4742e-06,0.98826,0.025869,2.0741e-07,0.98568,0.003104,9.0489e-07,0.99406,0.033179,2.039e-06,0.99232
2,0.00011,0.0194,1.1654e-06,0.99917,0.017149,4.5493e-07,0.9977,0.013505,1.1742e-06,0.99815,0.022084,1.0545e-06,0.99652,0.022366,1.5739e-06,0.99552,0.021746,1.2556e-06,0.98022,0.010986,9.5533e-07,0.99293,0.0017602,1.0164e-07,0.99715,0.0075275,9.7222e-07,0.99495,0.0011423,3.1927e-06,0.99837,0.017144,7.4383e-07,0.99121,0.0046016,1.8953e-06,0.99682,0.021631,6.0283e-07,0.99196,0.015586,6.0618e-07,0.99825,0.018323,2.3536e-06,0.99498,0.0079009,1.2818e-06,0.98273,0.0012182,1.0831e-06,0.97867,0.0028375,1.7045e-06,0.99765,0.0084262,5.2228e-07,0.9962,0.022167,1.0542e-07,0.99313,0.0081108,2.6646e-06,0.98415,0.0016727,1.2047e-06,1,0.001637,1.1321e-06,0.99816,0.00051569,6.5393e-07,0.99534,0.0212,1.4166e-06,0.99731,0.0107,2.2132e-06,0.98459,0.011867,2.5194e-06,0.99622,0.0053823,1.3499e-06,0.98537,0.0036833,1.3433e-06,0.99817,0.018966,1.9438e-06,0.99235,0.020361,2.9719e-06,0.9887,0.013754,9.5169e-07,0.98675,0.0065076,2.3429e-06,0.9873,0.018365,1.673e-06,0.99458,0.015918,0,0.9823,0.023518,1.0019e-06,0.99376,0.0020814,1.1655e-06,0.97239,0.0057364,9.6993e-07,0.99721,0.026133,0,0.98613,0.033285,1.0501e-07,0.99238,0.015348,7.6508e-07,0.99877,0.005617,6.2799e-08,0.99408,0.030807,4.1747e-06,0.98464,0.011291,2.2308e-07,0.99053,0.0022382,1.2347e-06,0.99594,0.022118,1.157e-06,0.98785,0.038518,3.4892e-06,0.99017,0.029287,3.9224e-07,0.97697,0.0076774,0,0.99615,0.033121,3.8316e-06,0.99467
2.25,0.00011125,0.0086231,4.2575e-07,0.99913,0.0063882,1.5991e-06,0.99424,0.016845,1.4342e-06,0.99775,0.023785,1.3843e-06,0.99595,0.031346,8.8864e-07,0.99532,0.024313,4.2e-07,0.98278,0.016712,9.9684e-07,0.98266,0.005083,0,0.99748,0.005878,9.7448e-07,0.99043,0.002002,1.971e-06,0.99823,0.013644,3.4279e-07,0.99079,0.0084773,0,0.98591,0.011092,1.1636e-06,0.99273,0.013277,5.0713e-07,0.99734,0.015434,2.1959e-06,0.99659,0.0092317,8.7923e-07,0.98678,0.0037641,8.1807e-07,0.9922,0.0026601,2.9341e-06,0.99888,0.010935,0,0.9953,0.023614,9.4838e-07,0.98466,0.0054632,0,0.97813,0.0068544,0,0.99328,0.0048484,6.4728e-07,0.99307,0.00071077,8.8901e-07,0.98957,0.025431,3.5238e-06,0.99946,0.013521,2.0883e-07,0.98101,0.0037948,1.4638e-06,0.99359,0.0073415,1.7807e-06,0.98554,0.008266,4.1347e-07,0.99475,0.021547,1.7824e-06,0.98933,0.026062,6.7448e-07,0.99816,0.017569,0,0.99226,0.013931,4.494e-07,0.99261,0.012281,7.8964e-07,0.99662,0.016699,2.1284e-07,0.97859,0.024017,7.9903e-07,0.99955,0.0098033,1.0318e-06,0.98761,0.007224,0,0.99878,0.02897,1.319e-07,0.98371,0.023842,1.0423e-06,0.98203,0.0082085,1.1009e-06,0.99946,0.0034016,2.4368e-06,0.98483,0.02643,2.6451e-06,0.98195,0.012618,1.908e-06,0.99406,0.0078973,1.1514e-06,0.99406,0.02836,2.3062e-06,0.98338,0.043025,4.2493e-06,0.98702,0.027697,3.6952e-07,0.97801,0.00063095,2.6153e-06,0.9987,0.031247,2.4316e-07,1
