0,0.0001,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99,0.01,0.0001,0.99
0.3,0.0001,0.0091005,2.4615e-06,0.98742,0.0034213,0,0.98358,0.010707,4.4298e-07,0.98324,0.020439,3.137e-07,0.984,0.012898,1.0748e-06,0.98923,0.011403,2.4981e-06,0.99338,0.0094619,0,0.99198,0.0064161,1.5332e-06,0.98501,0.0083319,1.0228e-06,0.99792,0.0012069,5.0846e-07,0.99082,0.010706,9.1418e-07,0.98832,0.0038531,3.1977e-06,0.98395,0.0069267,3.3514e-07,0.98422,0.0045964,1.8862e-06,0.98159,0.0011322,5.8112e-06,0.9924,0.0017239,6.3e-07,0.99057,0.0083083,4.919e-07,0.98081,0.0094232,1.9127e-06,0.99619,0.00050901,4.0141e-07,0.98195,0.016418,1.396e-06,0.97775
0.6,0.0001,0.0089158,2.4809e-06,0.99431,0.00094839,2.0472e-08,0.96626,0.01875,9.9513e-07,0.99032,0.019983,7.6308e-07,0.98788,0.01874,3.0554e-06,1,0.0076658,6.0825e-06,0.99442,0.01112,2.0112e-06,0.99608,0.0060369,2.9111e-06,0.99952,0.014754,7.9575e-07,0.99511,0.0036915,2.827e-07,0.98858,0.016936,1.0839e-06,0.99048,0.018036,2.6039e-06,0.98957,0.00054057,2.6189e-06,0.98768,0.0037495,1.9105e-06,0.98595,0.015127,2.1995e-06,0.99765,0.003621,2.0666e-06,0.99797,0.0074565,0,0.97112,0.0033248,1.6289e-06,0.99656,0.0042856,2.1654e-06,0.97418,0.0032761,1.2437e-06,0.97636
0.9,0.0001,0.027001,2.5091e-06,0.99336,0.0019542,1.5221e-06,0.96156,0.011296,4.2472e-06,0.97944,0.014197,5.0553e-06,0.98389,0.041951,2.5139e-06,0.98733,0.021336,1.1527e-06,0.99297,0.011626,1.2177e-07,0.98604,0.011109,5.6807e-07,0.9964,0.0057221,2.2403e-08,0.99736,0.011466,3.7237e-06,0.99671,0.017982,2.7124e-06,0.99583,5.8872e-05,2.7948e-06,0.99522,0.015767,4.2984e-06,0.98912,0.020058,7.754e-09,0.98051,0.024976,1.8457e-06,0.98978,0.01553,4.6897e-06,0.99625,0.010538,2.2372e-06,0.96741,9.7461e-06,6.0522e-07,0.99064,0.010186,9.8765e-07,0.97561,0.0010064,5.4048e-08,0.97269
1.2,0.0001,0.02061,0,0.99339,0.0066124,6.1781e-07,0.9601,0.006767,1.041e-06,0.9908,0.022346,3.3221e-06,0.99008,0.026168,2.1521e-06,0.99512,0.023669,8.9367e-07,0.99105,0.00090252,6.0177e-07,0.99541,0.001473,9.8287e-07,0.99865,0.0073975,7.9928e-07,0.99451,0.0017804,0,1,0.023262,3.7462e-07,0.98754,0.0010857,2.5383e-06,0.99275,0.013252,1.8974e-06,0.98124,0.01342,5.1985e-07,0.98271,0.017502,1.1077e-06,0.98918,0.0029999,1.9402e-06,1,0.011154,8.1991e-07,0.94927,0.0027926,1.0388e-06,0.98704,0.01265,3.1949e-06,0.97636,0.0084147,1.2472e-06,0.97646
1.5,0.0001,0.019324,1.7894e-06,0.99744,0.016544,2.6833e-07,0.97776,0.0084239,3.1837e-06,0.98982,0.024277,1.3009e-06,0.99344,0.01889,1.6627e-06,0.99262,0.041335,1.6805e-06,0.99749,0.008959,1.3863e-06,0.98676,0.0055828,7.6482e-07,0.9972,0.014538,5.2153e-06,0.9973,4.3956e-05,1.8221e-06,0.99981,0.021401,5.4607e-07,0.99098,0.0017401,1.4872e-06,0.99717,0.030214,4.1038e-06,0.9918,0.012259,2.165e-06,0.97446,0.021194,2.6707e-06,0.97828,0.01274,1.2007e-07,0.99309,0.0008308,2.2591e-06,0.95621,0.002736,2.7006e-06,0.98415,0.0083621,8.6777e-07,0.98555,0.023695,8.3046e-08,0.97807
1.8,0.0001,0.015958,5.3666e-07,0.98694,0.016684,1.4995e-06,0.98035,0.013391,3.7609e-06,0.99008,0.025907,1.8191e-06,0.99628,0.026617,3.3861e-07,0.99519,0.03829,4.9642e-07,0.98887,0.020244,2.2117e-06,0.99442,0.0070444,1.891e-06,0.99642,0.0055258,1.8018e-07,0.98757,0.0019015,2.4504e-07,0.99186,0.0054899,1.9652e-06,0.98081,0.0010564,3.2989e-06,0.99684,0.03233,0,0.99041,0.02245,2.5801e-06,0.97285,0.017338,2.228e-06,0.9809,0.0068655,1.9885e-06,0.99319,0.0087142,4.4397e-06,0.96065,0.0040613,2.0928e-06,0.98824,0.014017,9.9407e-07,0.98688,0.026947,0,0.98296
2.1,0.0001,0.020908,1.5195e-06,0.99128,0.018864,1.113e-06,0.98635,0.026636,1.9144e-06,0.99713,0.027773,3.855e-06,0.98298,0.036284,6.9414e-07,0.9922,0.031951,3.649e-06,0.99232,0.023772,2.9864e-07,0.99519,0.0081492,5.6208e-06,0.9977,0.014062,7.1304e-06,0.97559,0.0020796,4.5207e-07,0.99584,0.017207,6.5561e-06,0.97977,0.0098365,9.6481e-07,0.98669,0.0184,3.4711e-06,0.99162,0.020452,1.9541e-06,0.98597,0.025509,5.1209e-06,0.99814,0.017923,4.279e-07,0.99856,0.0033961,2.0097e-06,0.95927,0.0015059,1.6126e-06,0.99055,0.01653,0,0.98493,0.026649,2.1556e-06,0.97858
2.4,0.0001,0.016916,1.9885e-06,0.99325,0.0031944,1.0939e-06,0.98638,0.023099,2.0819e-06,0.99086,0.028445,1.2298e-06,0.9752,0.047699,5.7557e-06,0.98591,0.040217,8.1005e-07,0.98332,0.014217,1.4528e-06,0.99659,0.0019172,1.7616e-06,0.98526,0.0032635,3.1016e-06,0.98589,0.0012624,1.2267e-06,0.98907,0.016799,3.2045e-06,0.96507,0.009099,1.9629e-06,1,0.022539,3.961e-06,0.99445,0.017509,5.7871e-07,0.98309,0.02141,0,0.99923,0.012972,1.5197e-07,0.99988,0.022489,5.0295e-06,0.96693,0.00070298,4.4312e-07,0.97642,0.011938,6.3628e-07,0.97574,0.02954,1.0601e-06,0.98822
2.7,0.0001,0.024822,1.0339e-06,0.99559,0.0077797,2.1637e-06,0.98569,0.0068602,0,0.99571,0.029114,1.908e-06,0.98325,0.060393,2.182e-07,0.9863,0.046527,1.4407e-06,0.98268,0.012349,2.4717e-06,0.99479,0.0013752,3.2359e-06,0.98196,0.0028328,2.6677e-06,0.98598,0.00032235,1.1549e-06,0.98054,0.015216,2.0554e-06,0.96011,0.0028032,1.3721e-06,0.98796,0.031659,1.0764e-06,0.98687,0.017445,1.143e-06,0.99493,0.018899,7.9364e-07,0.99357,0.0085441,1.3526e-07,0.98056,0.020004,4.3273e-06,0.96949,0.0068846,2.6837e-06,0.97839,0.01945,3.7355e-06,0.98059,0.037422,2.5189e-06,0.99062
