"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"
"1"	19.75	0.00526809062324577	0.00784318143819003	0.00500913354768373	0.00665614309953425	0.00616263828465246	0.00597941329453639	0.00444009497284132	0.00505338463954132	0.00422145530126432	0.006183357837774	0.00727195136171201	0.00506216941954405	0.00673784719992172	0.0063241307238008	0.0062794648670404	0.00672470274746137	0.00513849359966694	0.00578643552221211	0.00409130192486677	0.00734640659584855	0.00668885152458575	0.00499580446233838	0.00686672974910356	0.00602144130125536	0.00564930522324054	0.00498119186272026	0.00690678343205392	0.00842778270654912	0.00655094488358654	0.00538899249923908	0.00491496258090511	0.00633857047032006	0.00897061453373207	0.00734106150894096	0.00699778616177277	0.00575211252213103	0.00622531784853633	0.00834165004176129	0.00648270448277875	0.00657710150999046	0.00406352681998588	0.00510810131676518	0.00733839404171277	0.00733626874136554	0.00537613746577293	0.00837388324777187	0.00894013086009529	0.00768608086247184	0.0042870377360895	0.00635292853173807
"2"	20	0.00527515287416434	0.00792669096346801	0.00501556061771123	0.00666541194286552	0.00614508975684694	0.00593345831072136	0.00443859943343521	0.00502082562524626	0.0041772769441984	0.0062244081123845	0.00729688630741719	0.00512329993519909	0.0067756900010427	0.00646855627451882	0.00633929863870653	0.00674812782442095	0.00515721341494758	0.00579024443807909	0.00414742036927864	0.00731447413222464	0.00669614426214706	0.00497699668661853	0.00687845854281386	0.00605662505546905	0.00564983732459674	0.00498410168198302	0.00690281031831239	0.00841994803361594	0.00677836083039127	0.00542821924471686	0.00493642608376426	0.00631889935905317	0.00899622034663173	0.00733778026230288	0.00687187331496299	0.00576232648570828	0.00613893535495967	0.00836824881559611	0.00659046544973312	0.00661983066265796	0.00407042246654616	0.00511862279546207	0.00732727588746649	0.00740366299731147	0.00541370700777881	0.00839630326529072	0.00897673573788971	0.00759805866887799	0.00438711830207128	0.00648300063181921
"3"	20.25	0.0051503479455499	0.00801868115869729	0.00500973276158062	0.0066557844068831	0.00614158788737983	0.00585993974238447	0.00443057506958374	0.00508224007229647	0.00418390037899397	0.0062008609969822	0.00730291816720292	0.0051198905191695	0.00682951757634766	0.00648121902417894	0.00632091870757718	0.00674008783533005	0.00516705384698229	0.00576383959458039	0.00393242888645409	0.00722783246030724	0.0066694361291445	0.00500816473908059	0.00694642613672707	0.00611744931002498	0.0056806755493065	0.00498741183083958	0.00690947099474513	0.00845487481833989	0.00700867206807551	0.00550068096244256	0.00490825664602756	0.00628324961708752	0.00900418269190967	0.00738216299765848	0.00686851839333782	0.00573320457988679	0.00617061211625967	0.00837906466732169	0.00666126833350215	0.00661021121509984	0.00393159579415098	0.00513908285069206	0.00730825231252834	0.00742353139338669	0.00540079980369652	0.00824082832429453	0.00889249921150633	0.00742776363197124	0.00435170962958463	0.00651847340823575
"4"	20.5	0.00505820242185905	0.00805703313404088	0.00499404667881373	0.0066695211420339	0.00614040533257937	0.005827332921486	0.00443205554951131	0.00516900699950104	0.00422189280969242	0.0062157896441316	0.00733688660871504	0.0051148007394177	0.00684545431962862	0.00648087882106018	0.00628894773710396	0.00672231599939202	0.00517410176672774	0.00576646812393128	0.00379670170545761	0.00726383169914079	0.00660280364353701	0.0050086036752823	0.00698086259906003	0.00609792856622179	0.0056845293358532	0.00490231510480546	0.0069524669552076	0.00845441712828148	0.00714257585159868	0.00551469867318778	0.00488427703907806	0.00636559116230832	0.00900575860552487	0.00735712822620096	0.00687269263583613	0.00573305935087969	0.00617053041224783	0.00838933911918856	0.00681308597378929	0.00661461997968639	0.00372797388423869	0.00514625354321509	0.00731062131880916	0.00738977294796393	0.0054639182311125	0.00814732085351463	0.00875849324379204	0.00726086271558602	0.00433027329817093	0.00653507368702053
"5"	20.75	0.0050094894025806	0.00808314748514895	0.00509682838466354	0.00666845652258362	0.00614393822569231	0.00587044813813024	0.00443860009373472	0.00518728120585572	0.00425464332679269	0.00621502153432071	0.00733580806478314	0.00516515149026577	0.00683023247949171	0.00646481000625498	0.00624729346070547	0.0067547594823502	0.00517211062947036	0.00573384599542992	0.00400782340588768	0.00730247270298412	0.0065129510689837	0.00500902361909124	0.0071801725955594	0.00614144166060623	0.00566253275523558	0.00477008143603162	0.00699577887010571	0.00843672538738478	0.00734627004890129	0.00553149750644771	0.00483166667043807	0.0063840706386247	0.00901408782649303	0.00735707873822592	0.00688101604427325	0.00573495601923828	0.00617126261477069	0.00838335465988881	0.00683378436328994	0.00660033554107453	0.00376092246012301	0.00512922384982364	0.00731479425271559	0.00736594453350956	0.00559568025548012	0.00804378217112002	0.00868049614714717	0.00717226833807601	0.00433521397397434	0.00657393948469748
"6"	21	0.00490724039579159	0.00807924927308922	0.0051612897235747	0.00667530194120225	0.00615097400827911	0.00588210116402435	0.0044375942268906	0.00516847473634425	0.00434282240969498	0.00621116375062171	0.00733665506239278	0.00518292689709393	0.00682070930227009	0.00641788193822722	0.00623380375784551	0.00673898509858385	0.00517462634940497	0.00579809282351953	0.00414817991882942	0.00732065467373533	0.00649730866745479	0.00504744383800357	0.00741695353644765	0.00622549736447755	0.00561063239407235	0.00471693949947004	0.00707050137938606	0.00842695381121273	0.00746578179106585	0.00564676271621774	0.0049131879254154	0.00638094293285989	0.00900773240565704	0.00742987883551244	0.00688606103538403	0.00579056080840469	0.00618756825555105	0.00832417136294154	0.00692537278563976	0.00660388630280979	0.00376902935886135	0.00512560053651078	0.0072846748387954	0.00737984392805669	0.00565805191584105	0.00791561497820282	0.00863193766241707	0.00716436162502042	0.00431702881650237	0.00656020778545115
"7"	21.25	0.0049415621384726	0.00803470649309792	0.0051692550383592	0.00668760024336883	0.00616637659186987	0.00597258518932108	0.00444743800372751	0.00514143333973736	0.00417400538480878	0.0061946353581953	0.00734296827572776	0.00517157942892738	0.00693396382115994	0.00641833200303114	0.00623067096660172	0.0067729440319872	0.00515703427718511	0.00581115382263458	0.00420679804728094	0.00733188797409648	0.00650096871073546	0.00508216141139533	0.00748531738216391	0.00625662268838893	0.00553136116888153	0.00471760083842036	0.00707661893050077	0.00844642971011894	0.00750380467306012	0.00593145536056479	0.00490472821977946	0.00641323179726612	0.00901206516633401	0.00743543486408493	0.00686974819161672	0.00584953681132171	0.00615674411097219	0.00830682128157789	0.00718144186612761	0.00660494890696266	0.00379985622688838	0.00506215765731359	0.00739826654145452	0.00736175359908713	0.00570194192540602	0.0078871853017692	0.00873641042683644	0.00716257899033724	0.00453671115337807	0.00660772011872943
"8"	21.5	0.00495056586050428	0.0080503498022006	0.00516939176989365	0.00668393861842754	0.00615139746278893	0.00604036248295046	0.0044460242144996	0.00515357807840154	0.00400670102040352	0.00618274875718742	0.0073604752329194	0.00519330693569846	0.00701567221908369	0.0064769923903265	0.00623005415281604	0.0067338813473155	0.00516377453286331	0.00581839931428866	0.00421893846112496	0.007337981412931	0.00654567203429968	0.00508613907488085	0.00752511229954126	0.00623234873924886	0.00554959408551307	0.00471768406647298	0.00707292351789725	0.00840591043577775	0.00755939943350547	0.00620700898668664	0.00487956788093678	0.00643795229826017	0.00901785133708287	0.00749827878601004	0.00687409395582316	0.0058209609078958	0.00613877064893084	0.00826054145283394	0.00730442291060953	0.00660067648050149	0.00376029391325995	0.00506377724733671	0.00739796510906114	0.00727917457827477	0.00562524145976399	0.00789856213799111	0.00887454194077953	0.0071726368829907	0.00456470233374422	0.00661543555021864
"9"	21.75	0.00495530445754868	0.00803998552856393	0.00522493428763953	0.00667285441315669	0.00617629286303889	0.00594764704166671	0.00447257397637124	0.00515785429748994	0.00397299266068259	0.00618351890388274	0.00732483800114899	0.00516388765476481	0.00717105148680421	0.00641373515207456	0.00621961047583303	0.00662229333337228	0.00509921364529456	0.00582260290128925	0.00420076024024709	0.00734821828402589	0.00655363219028314	0.00513656873833948	0.00758154761964471	0.00621325964653316	0.00557446733519805	0.00471920325746248	0.00707594093328229	0.0084042941647365	0.00751836514606565	0.00627464332311527	0.00487357200418242	0.00649794359278005	0.0090187631531309	0.00751933745894683	0.00687329750431571	0.00573852415040307	0.00607201704266606	0.00827998001988089	0.00733474780406778	0.00653698793720824	0.00375183876302749	0.00506721599301441	0.00741013433855609	0.00716171773398789	0.00558335341359936	0.0078242001289917	0.00905323608163884	0.00716095813881442	0.00475327363787297	0.00660545044467487
"10"	22	0.00492137697368624	0.00800484112983188	0.00534341568509637	0.00667923916234468	0.00617387416097169	0.00593363857167177	0.00447318688003176	0.00515905102474117	0.00393988249167763	0.0062023216639088	0.00732583887263942	0.00510238890640934	0.00723264648031957	0.00636164191629867	0.00621967126503262	0.0065022041023698	0.00485201857197864	0.00585923221024942	0.00419984645038564	0.00730063156335159	0.00657387843672624	0.00510550982120299	0.00756680586815263	0.0062822972707258	0.00560759849982565	0.00469002120629304	0.00707021758554183	0.00840075379789252	0.0074490237497122	0.00626581483658113	0.00491378803841692	0.00656743548298855	0.00902902340505454	0.00753575648056057	0.00687640588660518	0.00573598249707313	0.0058648213747735	0.00839569991671381	0.00735325126604906	0.00650820630393664	0.00375666955980402	0.00509714909553502	0.00751568446802355	0.00715341935844768	0.00558794422686051	0.00780368958990092	0.00915605968796284	0.00714509450859488	0.00477436787359173	0.00660443700334881
