"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"
"12"	8.1	9.82046770099539e-07	1.21103815338176e-06	6.63837434853696e-07	8.33825666615274e-07	1.07240609578431e-06	9.63429596927977e-07	7.9774830162261e-07	1.20519477244945e-06	8.16205503874959e-07	1.06473992751035e-06	9.80387156208882e-07	8.24272146372459e-07	1.17325912580965e-06	1.27613037715914e-06	8.0114529211454e-07	1.0985174237436e-06	8.08817413329081e-07	8.82077630267364e-07	7.64463633080388e-07	1.00553951383487e-06	9.34394869262082e-07	1.08196466558357e-06
"13"	8.25	9.80442224046085e-07	1.21111699647136e-06	6.55800661981817e-07	8.34983297043717e-07	1.07236927200285e-06	9.56118415699335e-07	8.04315216524856e-07	1.18706972634482e-06	7.96082198882033e-07	1.07147186946007e-06	9.78928410954416e-07	7.47457114856617e-07	1.18627868093107e-06	1.2400494464018e-06	7.98953224782672e-07	1.11036148173801e-06	8.17625928505819e-07	8.84698923331388e-07	7.66416593398805e-07	1.04264901470036e-06	9.31186886078753e-07	1.07311205740447e-06
"14"	8.4	9.53481581786516e-07	1.1928810747017e-06	6.74426990453151e-07	8.43480597725781e-07	1.08030882402565e-06	9.45225826858404e-07	8.05721053627769e-07	1.16999892909081e-06	7.93136662586148e-07	1.03805489775217e-06	9.80283099134519e-07	7.49745572201343e-07	1.19424280076449e-06	1.24118838034013e-06	8.00977305708186e-07	1.11253737754145e-06	7.99226971905148e-07	8.93127866852066e-07	7.67831337854871e-07	1.01447224744595e-06	8.83547088312901e-07	1.08792996263927e-06
"15"	8.55	9.78797518093833e-07	1.17521599710266e-06	6.7469648873703e-07	8.27762980981416e-07	1.11976065548142e-06	9.52782387090262e-07	8.05782821410461e-07	1.15953015077628e-06	7.92494812044257e-07	1.04710145887433e-06	9.5041410290223e-07	7.45483927567212e-07	1.2010204144879e-06	1.33258666618533e-06	7.9085220078495e-07	1.0876670407364e-06	7.89242757007808e-07	9.11903122255303e-07	7.66198757296223e-07	1.02548156492631e-06	8.86116489834329e-07	1.05325526984485e-06
"16"	8.7	1.00206483015648e-06	1.16969318171344e-06	6.94765255367447e-07	8.27638500084498e-07	1.06664069495769e-06	9.4738813397665e-07	7.94488406974638e-07	1.15900496656634e-06	7.9037052196171e-07	1.05057620090242e-06	9.49984616461267e-07	7.47571359316262e-07	1.41909850909185e-06	1.3329130208794e-06	7.83631094370026e-07	1.08888057334149e-06	8.11149082346808e-07	9.05283971296305e-07	7.78316370900429e-07	1.02359025802634e-06	8.73802750401657e-07	1.04416914380055e-06
"17"	8.85	1.03789488146573e-06	1.16969714029605e-06	6.9440037570082e-07	8.27542610198136e-07	1.06641938305196e-06	9.39688534513119e-07	7.87815811127148e-07	1.15661457608309e-06	7.5584063704704e-07	1.05524576823257e-06	9.84451669847912e-07	7.9584070397881e-07	1.42297634969238e-06	1.35555442092198e-06	7.68686547413041e-07	1.09732305993565e-06	8.32304224708066e-07	9.14061049538455e-07	7.76497911077385e-07	1.01104495107554e-06	8.63989512101291e-07	1.03883052480219e-06
"18"	9	1.03405275444055e-06	1.16760388051074e-06	7.14282893966637e-07	8.33942531952492e-07	1.06669420591627e-06	9.16178795865031e-07	7.8894267975683e-07	1.15373941884604e-06	7.25627588678221e-07	1.06196929113995e-06	9.86198396195491e-07	8.03326380980606e-07	1.43358257311212e-06	1.36475183874744e-06	9.15384071038812e-07	1.09123854579501e-06	8.2936502738249e-07	9.04876936934222e-07	7.76482062813033e-07	1.01898269562391e-06	8.47077703953345e-07	1.04019095082689e-06
"19"	9.15	1.1577307255995e-06	1.02740028156069e-06	7.4572078126396e-07	8.34600501986137e-07	1.06285654460023e-06	9.14666196400939e-07	8.52669888707498e-07	1.14111266938917e-06	7.18229396015176e-07	1.03895288737229e-06	9.79962941781475e-07	7.99602947203539e-07	1.44732366453756e-06	1.36124643390677e-06	9.2275659200634e-07	1.0866545583742e-06	8.29495963848776e-07	9.03195497574419e-07	7.87642641062947e-07	1.01910031530391e-06	8.26993744957246e-07	8.86603405177024e-07
"20"	9.3	1.21128357436942e-06	1.00495839662954e-06	7.56928462297494e-07	8.38160015320013e-07	1.06294905190492e-06	9.09816431750549e-07	8.36171533454681e-07	1.11622381961393e-06	6.16495766383893e-07	1.03598201713382e-06	9.94191128947328e-07	8.03625075913785e-07	1.45152280641085e-06	1.35820099264491e-06	9.33595418082604e-07	1.08496787916946e-06	8.37624799390464e-07	9.06207483538545e-07	8.74139898609886e-07	1.01666227133614e-06	8.236079384099e-07	8.80041699448141e-07
"21"	9.45	1.15244630215508e-06	9.88231767828494e-07	7.62615146706326e-07	8.37489203497312e-07	1.08660397412294e-06	8.8644190484393e-07	8.45467612127846e-07	1.11987678716505e-06	5.90674819390898e-07	1.04586903438391e-06	9.93510810398784e-07	8.10029583481336e-07	1.44847821693308e-06	1.39338481464388e-06	9.31957692509799e-07	1.06364008548815e-06	8.31040870534537e-07	9.76808168969058e-07	8.87988283172652e-07	1.03250519973205e-06	8.18504949232584e-07	8.89723949398938e-07
"22"	9.6	1.18014659443231e-06	9.79083545218784e-07	7.71200266018664e-07	8.45222567691904e-07	1.08928039519447e-06	8.87652360222537e-07	8.43036192117551e-07	1.13770661160295e-06	5.87966225892739e-07	1.06539415171224e-06	9.92276285935898e-07	7.42901709987571e-07	1.45027088931326e-06	1.40905711335779e-06	9.43293354938775e-07	1.08478215030852e-06	8.40456243214254e-07	9.78943497542991e-07	8.86339926765429e-07	1.0179362023961e-06	8.13966120012044e-07	8.89397751848831e-07
"23"	9.75	1.36842478915074e-06	9.74795260841972e-07	7.56648669801259e-07	8.436438444069e-07	1.09226729562185e-06	8.87688866265191e-07	8.39356556160382e-07	1.122447993058e-06	6.00056484372283e-07	1.07041537411324e-06	9.90877740440008e-07	7.43541575070786e-07	1.49944700537905e-06	1.402780833426e-06	9.81038223296065e-07	1.09697195811292e-06	8.71384580734677e-07	9.81309481574235e-07	8.74398056094061e-07	1.0221650880867e-06	8.16843425560093e-07	9.35764568819462e-07
"24"	9.9	1.42977577219359e-06	9.45814071147137e-07	7.48472536181341e-07	8.56139229116801e-07	1.09438630099594e-06	8.5491477441328e-07	8.31026936978123e-07	1.11425336905377e-06	5.99245235098188e-07	1.06944080599662e-06	9.91263203128237e-07	7.46435207956966e-07	1.5113037965066e-06	1.40731632515099e-06	1.01348065406603e-06	1.10659722489044e-06	9.19194134466952e-07	9.79879602409139e-07	8.92363936014317e-07	9.15137768199525e-07	7.98195405016362e-07	9.35550490681962e-07
"25"	10.05	1.42534872498292e-06	9.48231994670469e-07	7.37830226266619e-07	8.5750331092338e-07	1.08522170346154e-06	8.43666539510358e-07	8.14249512840833e-07	1.12297368777852e-06	5.82668925957471e-07	1.08457183263393e-06	9.96438749060515e-07	8.08088066467902e-07	1.50346830589446e-06	1.413874940249e-06	1.01263249347235e-06	1.1020727441237e-06	9.33795100235475e-07	1.00164572158368e-06	9.02184817359962e-07	9.15601639571597e-07	7.72735704159436e-07	9.45066589277834e-07
"26"	10.2	1.45575053575612e-06	9.27084849386615e-07	7.39061388768906e-07	8.7391488938296e-07	1.10240908736728e-06	8.47395498064312e-07	8.23150420163939e-07	1.12083034050234e-06	5.92175212438756e-07	1.09531473123101e-06	9.98981471365529e-07	7.98623596417944e-07	1.48915196406701e-06	1.47703997846786e-06	9.98922885336829e-07	1.13523323865869e-06	9.31928314273933e-07	1.02108676390556e-06	9.12214247888619e-07	9.81582323179895e-07	7.70205233756235e-07	9.02968588420409e-07
"27"	10.35	1.49300570958947e-06	9.29475941418767e-07	7.4184632421591e-07	8.96281964386827e-07	1.10574835256125e-06	8.4553111700945e-07	7.86128965184925e-07	1.11241618825311e-06	5.97679035117916e-07	1.09877843970838e-06	9.8854486934002e-07	7.99206909685297e-07	1.52158081937387e-06	1.46990796447162e-06	9.98754702082355e-07	1.12115370455509e-06	9.39382803334371e-07	1.01506036089073e-06	9.22474184695488e-07	9.82581896218604e-07	7.58450783535921e-07	8.79158553117924e-07
"28"	10.5	1.50035627879011e-06	9.13307542916967e-07	7.34948559937777e-07	8.86199520222273e-07	1.10749986061368e-06	8.39201684453379e-07	7.86921513781259e-07	1.09491399235572e-06	5.91296031372668e-07	1.10647398577813e-06	1.01118211556228e-06	8.00474879987123e-07	1.47829877617081e-06	1.47474626322752e-06	9.93549285887163e-07	1.12082364975546e-06	9.79029899093723e-07	1.01629393390175e-06	9.06384951560729e-07	9.6025914155772e-07	7.70541381470054e-07	8.65824571156541e-07
"29"	10.65	1.53850856874744e-06	9.35446091831352e-07	6.43106119578167e-07	9.21578803570218e-07	1.10928360529102e-06	8.95071511010692e-07	7.86736311185845e-07	1.08690400241689e-06	5.89403697646217e-07	1.10348238428678e-06	1.00099900728907e-06	8.04456064609695e-07	1.46821964182118e-06	1.4831573356371e-06	9.96964452430305e-07	1.08800431513656e-06	9.76110462233582e-07	1.02020417163973e-06	9.26846895952757e-07	9.68367893779774e-07	7.77978627645708e-07	8.65520740956536e-07
"30"	10.8	1.53900344095872e-06	9.2621985709129e-07	6.42673116422676e-07	9.30306239433318e-07	1.10813084961438e-06	9.08128535931086e-07	7.77889220987301e-07	1.08762070975295e-06	5.91481843712185e-07	1.10123257884527e-06	1.00362534614384e-06	8.02422249298535e-07	1.45515319196178e-06	1.4915697300113e-06	1.01745773387313e-06	1.08016473912631e-06	9.8049253525665e-07	1.01811927107511e-06	9.29166634564914e-07	9.63569623399765e-07	7.77927846645962e-07	8.69300666395885e-07
"31"	10.95	1.56180818549497e-06	9.44940531675969e-07	6.49517903996999e-07	9.31101346642544e-07	1.10608111681141e-06	8.99615607593906e-07	7.82268069132909e-07	1.08891241396115e-06	6.0036707925514e-07	1.09958916134594e-06	1.00082999676025e-06	7.93622501379008e-07	1.46470619325145e-06	1.48479611428299e-06	9.86026387758281e-07	1.06842850984105e-06	9.66231289436972e-07	1.03253012194712e-06	9.38849012083713e-07	9.81487062208177e-07	7.77569949808215e-07	9.02750143078074e-07
"32"	11.1	1.58369637040999e-06	9.37519712108308e-07	6.56187790944727e-07	9.11750539133704e-07	1.09648673485753e-06	8.49274522358466e-07	7.93865321056151e-07	1.08911600211876e-06	6.03735695349835e-07	1.10661000614426e-06	1.01596830450811e-06	7.96308609054308e-07	1.47176278594552e-06	1.48943805313612e-06	9.90898091383492e-07	1.08927881724805e-06	9.68381579331879e-07	1.04008197230567e-06	9.34173737707995e-07	9.72357838556468e-07	7.79456393215597e-07	9.18268155343197e-07
"33"	11.25	1.5841804925587e-06	9.30462934957462e-07	6.81376327356283e-07	9.1164501258509e-07	1.09017454606494e-06	8.53510797755353e-07	7.80340932011172e-07	1.09296797265121e-06	6.03609217962011e-07	1.02325178501482e-06	1.01381269646577e-06	8.06825032131694e-07	1.43616585064898e-06	1.49274316385331e-06	9.94781642168754e-07	1.08272234876577e-06	9.84648105976889e-07	1.03438301794707e-06	9.22064195022134e-07	9.78729190784473e-07	7.80000191863984e-07	9.26733251324266e-07
"34"	11.4	1.58334559144166e-06	9.81521757034316e-07	6.8673253831138e-07	9.1220496027421e-07	1.08941361835834e-06	8.2256143916217e-07	7.80066112698507e-07	1.08128814207459e-06	6.13188716733342e-07	1.02307492866936e-06	1.01463610720408e-06	8.0288913879626e-07	1.42892673642914e-06	1.50273157513478e-06	9.98980479328131e-07	1.09865082188735e-06	9.83205975721677e-07	1.02798330599747e-06	9.13441063067679e-07	9.88880610131132e-07	7.71564742407897e-07	9.40714154619442e-07
"35"	11.55	1.57651652229214e-06	9.75264291350813e-07	6.84491714664182e-07	9.18195062592995e-07	1.16020980544508e-06	8.20258151330403e-07	7.79269407412275e-07	1.07379081061581e-06	6.14191772217473e-07	1.02700935389326e-06	1.00244071772958e-06	8.04323423596972e-07	1.42913673944029e-06	1.55351040285551e-06	9.84875104308953e-07	1.1119413139291e-06	9.73175948379727e-07	1.03289591672782e-06	8.95514065044161e-07	9.88475890887072e-07	7.72793260328025e-07	9.32909344729593e-07
"36"	11.7	1.65754840793764e-06	9.69306297054697e-07	6.66021842044895e-07	9.2454130667857e-07	1.07705134266501e-06	7.69647421835281e-07	7.80912412501177e-07	1.06914162598104e-06	6.14016756401021e-07	1.0267406323459e-06	1.01144584375537e-06	8.26340755862785e-07	1.42284340900715e-06	1.56729425652251e-06	9.78363424095166e-07	1.11190565508981e-06	9.98790942922238e-07	1.03352008997803e-06	9.35933275383176e-07	9.99678733878413e-07	7.78268463679208e-07	9.22295180426551e-07
"37"	11.85	1.82650038665079e-06	9.50514543633634e-07	6.64636312519859e-07	9.1350467053525e-07	1.07643811603588e-06	7.98080435035679e-07	7.61546985528433e-07	9.84247233618537e-07	6.15178952764831e-07	1.0322233833697e-06	1.00530339398606e-06	8.02922190744944e-07	1.43129186989774e-06	1.54828540270384e-06	9.79831637233276e-07	1.21475634583998e-06	1.09541218691709e-06	1.02298096763891e-06	9.64006946358643e-07	9.9756162712724e-07	7.56674837481915e-07	9.22125007821623e-07
"38"	12	1.8030958896405e-06	9.61324287529022e-07	6.61483776720378e-07	9.08151423309806e-07	1.06686559796454e-06	7.94376704961353e-07	7.5353200826274e-07	8.9876123243292e-07	6.17124013836885e-07	1.02844717518873e-06	1.00516161612801e-06	7.93561327644861e-07	1.3699814676017e-06	1.49984611695118e-06	9.84723690979891e-07	1.20290744251627e-06	1.08572882172392e-06	1.02719064851722e-06	9.58691733142797e-07	1.00053135394042e-06	7.39493741878608e-07	9.18871468489274e-07
"39"	12.15	1.82286826502945e-06	9.60833106737266e-07	6.66922184185795e-07	9.01189637700361e-07	1.04090424774961e-06	8.33841523445964e-07	7.39687794461363e-07	8.75122897395919e-07	6.08405316812358e-07	1.02981869883725e-06	1.00672916782626e-06	7.93382938754718e-07	1.37141681561799e-06	1.50712072231321e-06	9.85537080074243e-07	1.19950039702141e-06	1.1098600822824e-06	1.02395365794734e-06	9.55423047932026e-07	9.96630400852276e-07	7.71121919870851e-07	9.39050833518342e-07
"40"	12.3	1.85192092876276e-06	9.70681528829485e-07	6.64014734186003e-07	8.92439442571053e-07	1.05393628712905e-06	8.09517706542101e-07	7.89945593409913e-07	8.77589761021327e-07	6.20309396624575e-07	1.02812147657836e-06	1.0117920068925e-06	7.97423861262502e-07	1.37389617544422e-06	1.50786159381218e-06	9.90021403391231e-07	1.19198284985475e-06	1.10592219927199e-06	9.89674920560837e-07	9.76088142531643e-07	9.93145385777535e-07	7.6201624177881e-07	9.50820007702547e-07
"41"	12.45	1.84243533721585e-06	9.74344083649009e-07	6.5177271914423e-07	8.92083764868883e-07	1.07148918555711e-06	8.30744787323134e-07	7.92518323362289e-07	8.61477548983332e-07	5.94190061377003e-07	1.0265860677359e-06	1.01143633657747e-06	7.84055087893635e-07	1.43330585891932e-06	1.5268970056894e-06	9.99121733296401e-07	1.20440692622241e-06	1.16947892417222e-06	9.90637192177984e-07	1.00363235654729e-06	9.90154777767605e-07	7.57035328020906e-07	9.35221400833059e-07
"42"	12.6	1.84845205243672e-06	1.00037411542574e-06	6.65670323993022e-07	8.89160401875178e-07	1.07142493945491e-06	9.2902064612686e-07	7.98342782176727e-07	8.34888009910972e-07	5.89558047608107e-07	1.01854454301824e-06	1.00597949514217e-06	7.87239565970266e-07	1.44071785730313e-06	1.5968512342176e-06	9.92277884596905e-07	1.20050007561351e-06	1.15508836251239e-06	1.04954676326014e-06	1.03138293888998e-06	9.87038572141366e-07	7.40658797675922e-07	9.25569523049961e-07
"43"	12.75	1.84828674400484e-06	1.00026751936701e-06	6.67464982979962e-07	8.90573731932979e-07	1.06437193568778e-06	9.27953067689993e-07	7.9637201108421e-07	8.31325163706284e-07	5.91213964979022e-07	1.01579350667269e-06	1.0117798213856e-06	7.87795115671577e-07	1.41544876784609e-06	1.6754807742704e-06	9.88167425713205e-07	1.18388749374694e-06	1.15908549514324e-06	1.01749506897325e-06	1.02897143866015e-06	1.00088773756893e-06	7.45538711781779e-07	9.19235944094777e-07
"44"	12.9	1.84178838291252e-06	1.00016802710337e-06	6.75087106063638e-07	8.78804873045719e-07	1.07159484306483e-06	9.27056882504301e-07	8.46433940522025e-07	8.33636580291065e-07	5.91438342820958e-07	1.01531886495178e-06	1.01202079865266e-06	8.03012839306534e-07	1.39205782562633e-06	1.70101321246578e-06	9.89707153631346e-07	1.15099313351026e-06	1.1621844968648e-06	1.02171694093925e-06	1.03005792415371e-06	1.00090562702172e-06	7.24236366209664e-07	9.22935592349778e-07
"45"	13.05	1.86601329755051e-06	9.95078120037571e-07	6.74588372563112e-07	8.55868348156515e-07	1.06227204430273e-06	9.27611931804871e-07	8.67435645992249e-07	8.27725303648962e-07	6.16797266248657e-07	1.01335936139382e-06	1.00529119136311e-06	8.08584791056309e-07	1.39494567809569e-06	1.48116572639074e-06	9.96501497317544e-07	1.15040364665248e-06	1.16392407578617e-06	1.0172171727637e-06	1.08404772571832e-06	1.00038558071254e-06	7.30681432783666e-07	9.16468212055901e-07
"46"	13.2	1.89164940340991e-06	9.79502150628219e-07	6.74861844721845e-07	8.59435878101382e-07	1.01060562474604e-06	9.30202081717441e-07	8.53624717026546e-07	8.14719910809954e-07	6.41587506292718e-07	1.00982917178734e-06	1.01635399005844e-06	8.07999783665762e-07	1.39400657354764e-06	1.48293817952229e-06	9.96079476337185e-07	1.15308104546424e-06	1.16276578852653e-06	1.00997910709137e-06	1.0912427236542e-06	9.90150508734347e-07	7.27775973698796e-07	9.18522949588327e-07
"47"	13.35	1.8910653038071e-06	9.7830444953048e-07	6.75554489570507e-07	8.62843465689559e-07	1.00510968601399e-06	9.26731014600147e-07	8.5565274213617e-07	8.02365656302272e-07	6.41879610573771e-07	9.95103919498076e-07	1.01437425435578e-06	8.05399765955526e-07	1.39286906241934e-06	1.46847005215047e-06	1.01872795963506e-06	1.12927114557126e-06	1.16056910830313e-06	1.00360131908255e-06	1.09909177497802e-06	9.77994029023558e-07	7.38397115542644e-07	9.18401671165673e-07
"48"	13.5	1.88561633277465e-06	9.44991639160924e-07	7.50892176005995e-07	9.40399029032746e-07	1.00756755608891e-06	9.20033839680951e-07	9.5613356354278e-07	8.12077961304706e-07	6.06559562088726e-07	1.00793423286494e-06	1.00878316328121e-06	8.03063719207356e-07	1.39280567137603e-06	1.46965679748465e-06	1.03794630710674e-06	1.10969735755475e-06	1.13727189430561e-06	9.97447423289604e-07	1.10735224449784e-06	9.5934761763377e-07	7.67454246805775e-07	9.21171569135367e-07
"49"	13.65	1.88406597717742e-06	9.62549113782448e-07	7.50616226250814e-07	9.42048493911014e-07	1.01113901343606e-06	9.25439863622408e-07	9.3814045753031e-07	8.13709062822787e-07	6.15947137209628e-07	9.9039731462928e-07	1.01146732034965e-06	8.0262954244689e-07	1.39397342035722e-06	1.47292452006992e-06	1.03076286005018e-06	1.11186554236885e-06	1.13713502680438e-06	9.9753815836762e-07	1.11037930411777e-06	9.51245680693302e-07	7.68581939227768e-07	9.10941981342365e-07
"50"	13.8	1.89068715676293e-06	9.74113648340904e-07	7.59280858034774e-07	9.61615050007546e-07	1.01481295153474e-06	9.22557032273695e-07	9.36144192835915e-07	8.16182175500769e-07	6.350815713132e-07	8.66170179691208e-07	1.06748788632082e-06	7.80752644381678e-07	1.38560769402544e-06	1.4788324347895e-06	1.03472489064645e-06	1.0716935033939e-06	1.14244286589169e-06	9.46579845222566e-07	1.10839796923154e-06	9.29264746455535e-07	7.58863459963949e-07	8.88377752367957e-07
"51"	13.95	1.8900593933516e-06	9.61359814945131e-07	7.60490740942178e-07	9.6652610735438e-07	1.00530610478839e-06	9.31437680796559e-07	9.30892047606028e-07	7.99789184360842e-07	6.52199884495893e-07	8.57299424958985e-07	1.05811152325057e-06	7.90095344338462e-07	1.36963520453154e-06	1.48027003740697e-06	1.02747422595674e-06	1.0537349764211e-06	1.15438299479569e-06	9.04628031808097e-07	1.11922346354955e-06	9.31178639635582e-07	7.6056769233256e-07	8.8858557043355e-07
"52"	14.1	1.88942490827093e-06	9.41896129920183e-07	7.4560964075952e-07	9.52076285813209e-07	1.00004833976102e-06	9.39982597903098e-07	9.29069993354013e-07	7.98262441263482e-07	6.31460731903685e-07	8.4321826563549e-07	8.87972726322931e-07	7.98440837220694e-07	1.3652164398265e-06	1.48295317645882e-06	1.03862876883536e-06	1.05432430987735e-06	1.1654784457834e-06	8.99978593845449e-07	1.11917087389172e-06	9.30009858501772e-07	7.57921891387777e-07	8.89735635727715e-07
"53"	14.25	1.89196523047009e-06	9.39679050151107e-07	7.59645905093571e-07	9.5026219163428e-07	1.00666323615399e-06	9.52353685286806e-07	9.46031388716572e-07	8.96075713401889e-07	6.29830075219023e-07	8.54288667915847e-07	9.02823216793525e-07	7.58361240843104e-07	1.3655358137527e-06	1.47254156995861e-06	1.03852819428261e-06	1.05273054716576e-06	1.16281329774868e-06	8.76511794762271e-07	1.12717504092502e-06	9.24736263763067e-07	7.60830248020216e-07	8.92531042451778e-07
"54"	14.4	1.89445610158876e-06	9.42922666544647e-07	7.64053814295697e-07	9.5513509493268e-07	1.08839980773831e-06	9.52361578845249e-07	9.56371413384581e-07	9.01947424080344e-07	6.45344912575375e-07	7.68831697149678e-07	8.89179379400369e-07	7.71761615771815e-07	1.40444897252676e-06	1.47351502669547e-06	1.03856599799879e-06	1.0527308428291e-06	1.15698312879648e-06	9.08800723825664e-07	1.12525037504088e-06	9.09404362826047e-07	7.73160029909113e-07	8.83242548140802e-07
"55"	14.55	1.90327634600264e-06	8.33801524524083e-07	8.40439741562854e-07	8.73879202775085e-07	1.07947501349055e-06	9.46832631474152e-07	9.68743985695719e-07	9.01157193663681e-07	6.60359461351658e-07	7.62961422672818e-07	8.71966321968595e-07	8.38378840465915e-07	1.39451349363316e-06	1.47125001762519e-06	1.02941755497424e-06	1.13517759540656e-06	1.14570927678687e-06	9.11594364992672e-07	1.12538863831232e-06	9.44992841023681e-07	7.73552734248688e-07	8.73762883911021e-07
