"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"
"1"	19.75	0.635387122338519	0.823967976774253	0.623483158069458	0.817654371831849	0.735144595805538	0.690778806690208	0.555678077084919	0.579994298085721	0.542655755501263	0.765759927832256	0.744975600119561	0.641902258059924	0.790182256053848	0.705021035725361	0.656302362378384	0.786121383887012	0.656752746691741	0.647380999737597	0.431655399655717	0.805311297613905	0.791472544249136	0.662715798493604	0.798170099750374	0.68878015538119	0.73277500867908	0.722776011704455	0.778804973560214	0.806178167621829	0.719959800266517	0.704378692334275	0.441199484286197	0.718386414776612	0.823032173735547	0.757848064503183	0.770622489592214	0.726177538226439	0.590955644129562	0.855542894270076	0.651623725686308	0.716548547038226	0.481671667501042	0.644872689767702	0.745080189571616	0.79258121014064	0.640081560862372	0.77705739618509	0.853396896436219	0.796429971377712	0.581771430390064	0.72237722784515
"2"	20	0.63271046334511	0.825857289983093	0.626801244820538	0.814073751737588	0.735190044792599	0.68461714589843	0.550038243696206	0.577178422388421	0.56147193900618	0.767903769800179	0.746386541594062	0.653323338180355	0.791398312294046	0.717038246020453	0.657521614344723	0.78287012160714	0.658410829079808	0.644529390428095	0.393886971850157	0.796482814663307	0.788018486254286	0.671304290030979	0.771092841481166	0.694515175036791	0.729803904228606	0.719300348540023	0.784132696606148	0.806396571824514	0.736182981539315	0.719022089095876	0.464659282372466	0.704689296538215	0.822948217179494	0.750748507705857	0.774230188854505	0.721044421812896	0.609071157579252	0.847685653804398	0.638257283748102	0.742952028119141	0.432192198052267	0.60386844650963	0.752519230483299	0.798708939555539	0.640321369189432	0.771131266261713	0.850248897686168	0.781306351334325	0.575641277587789	0.736890882788003
"3"	20.25	0.617375884707571	0.832629789164525	0.624223288727348	0.815870358632025	0.735500113583183	0.689377103921877	0.561178508865973	0.594413681039823	0.550674929720587	0.757984908442353	0.753631006083455	0.644966765470857	0.794261469632848	0.720605954728987	0.65001193475768	0.782735707061477	0.6588923185494	0.644842443194095	0.351384554258424	0.808028022113734	0.780982136237479	0.672733082004212	0.774990508884945	0.70165151184475	0.722529225566422	0.713446015387759	0.781854933650114	0.816160167583087	0.75607537148484	0.737776466418353	0.461182899185644	0.711940339055696	0.819434728711599	0.749006410546792	0.782177035660839	0.731663416891362	0.613497283512514	0.847310853820245	0.654821709118656	0.720780446420486	0.402486408161509	0.606442491264479	0.746844019093212	0.792552896722933	0.634713697329596	0.765430642856236	0.83739147832883	0.771837422346952	0.586933285228154	0.728352075759515
"4"	20.5	0.605178362365163	0.82982049480558	0.633198030975918	0.818579909129929	0.734381452106714	0.685574354565387	0.559926724629209	0.619548738748641	0.541292036059892	0.758429904059921	0.758594534824878	0.642846822259374	0.796560766124774	0.707508673134139	0.699839361675345	0.789761050317416	0.659273554023721	0.64100997626287	0.363524533305835	0.813075621040482	0.774096498932444	0.66183163145949	0.773418268828932	0.686533132226207	0.718565408245496	0.686150465596663	0.78622134704956	0.802220339707195	0.759751789131591	0.725561920243859	0.451067399714455	0.720861011480193	0.828064817322403	0.738415562864995	0.782713032631068	0.730574598436018	0.607957575084457	0.847891589116661	0.657239872886623	0.720695409680706	0.4360909145269	0.602584583062192	0.746218858795078	0.804746058396022	0.633604335329469	0.758050947204372	0.838834560790359	0.769151106579314	0.574882503930536	0.72935770118578
"5"	20.75	0.595692780381731	0.834621180193041	0.640084140541382	0.814203103992035	0.736212774733722	0.689146779777242	0.566454654580889	0.616346148712017	0.516467060784671	0.753657146462835	0.75061163912176	0.641631063907213	0.791435097015366	0.702457810979317	0.684270042740815	0.792441196413365	0.654785869205624	0.649731753782131	0.399602704738277	0.816156972111036	0.783049146190886	0.648243334183279	0.795142993874655	0.682475195721898	0.712289956823527	0.68140427050939	0.789201652391704	0.801757592042851	0.78091728039794	0.694874629490152	0.443023250633201	0.719852865430772	0.825780306808697	0.738496681613892	0.77657000116757	0.727809366662385	0.608191205734862	0.842061384716864	0.700135882698583	0.724164995986452	0.408510679651967	0.616924644566522	0.742524144403373	0.807312209796635	0.652603574946387	0.75096379851892	0.83991556170016	0.773520923307498	0.573926867266252	0.731516085681885
"6"	21	0.571840146520338	0.823050842731106	0.650291251301391	0.814345994310945	0.736696211047181	0.68763552896498	0.563244217644971	0.608139252074527	0.51150124984854	0.758230663463481	0.755634339631962	0.649138787246054	0.795740588029239	0.714037548079202	0.698797186369718	0.799533134249146	0.650057496097248	0.646205748389766	0.437790713646705	0.815545217642505	0.789517071630692	0.638114946860449	0.82659698766078	0.69190334820828	0.700731607340322	0.709085530337558	0.801392566259733	0.798661490292426	0.782414220021007	0.707881805593215	0.436219325831252	0.715764380366002	0.823355124069976	0.735658347909706	0.775150563856006	0.730340407219579	0.607128627029106	0.847730223234985	0.702312375043148	0.721021537330157	0.408466538734758	0.610014755999451	0.743894746935447	0.805285013639206	0.657045787820213	0.757551741086283	0.845706051335189	0.776208066312389	0.571141939442723	0.744301538422882
"7"	21.25	0.573747956365368	0.821371512290129	0.655168211639002	0.814665883656478	0.739180253762203	0.69687129091393	0.565174081900725	0.614415530295774	0.455530335690781	0.75614102836725	0.758322482789442	0.654820150281417	0.788198768002771	0.713287402770882	0.679903290406715	0.782222304895439	0.656601069271473	0.646824622983271	0.448181506057502	0.806402486667783	0.787514627314595	0.643014918756065	0.805354625219717	0.691907262185889	0.723677806425973	0.711558500298238	0.799790341405412	0.79896912775476	0.777744892531103	0.772754041625123	0.428579564290584	0.712076332182712	0.823493126613091	0.729116987198602	0.781885509612713	0.736617426497669	0.588023915754017	0.84328418894976	0.728812802441311	0.734409153454712	0.415579356784787	0.607816433129031	0.759677212470868	0.798411548055887	0.668403728554703	0.7594910976425	0.842540895917989	0.770112076437837	0.53473847497354	0.745078453505439
"8"	21.5	0.592442912263792	0.827262781185243	0.646856289924771	0.816498042399769	0.738601990773231	0.698597060720926	0.561878739610892	0.615338880241964	0.457686501032939	0.761736251324031	0.759318054073295	0.65709884803622	0.789905669054125	0.713845288597583	0.681289190656459	0.762223211963421	0.652412419663619	0.648035777730013	0.444543989520545	0.807452620396188	0.791283874799442	0.648400275259629	0.810230573076812	0.682182284676868	0.725761797345698	0.709712754804977	0.791252577254299	0.800012055276181	0.780512024349729	0.788245755092582	0.452247238901031	0.740038790158316	0.818871859516883	0.732896678719002	0.775023546292096	0.700252778668559	0.558756839855924	0.843221401433288	0.731160805290339	0.724511549850798	0.411280036470879	0.614956543905242	0.751861450876639	0.78705537494596	0.649295174053686	0.754991480003513	0.849095715028701	0.767138002636651	0.564687927546562	0.752147391087836
"9"	21.75	0.594112161930921	0.807255445984526	0.654729550661776	0.811056681669415	0.737674248843606	0.678530964145192	0.567487524362625	0.611295388361011	0.481103603744249	0.760679518396408	0.767851380456113	0.645352797199967	0.806476790673976	0.70190844040438	0.677211496654005	0.753114079266788	0.618716581870373	0.648768952936877	0.451514044535481	0.805943257021878	0.768584998107386	0.628028153550849	0.813532603556556	0.679772029259358	0.719743712810787	0.711493551507478	0.79072867477753	0.795423734331678	0.777985505298399	0.777410684807705	0.437685095780215	0.740070795544152	0.81578185356471	0.729745931317075	0.791214666148722	0.710545580430644	0.535794369149866	0.853973864290345	0.721005363697944	0.719930440913054	0.405695653837422	0.614604368393342	0.754656181734496	0.803219562365075	0.673359531495418	0.752039117018228	0.854773629849113	0.779192037539206	0.596100964710333	0.744457507560144
"10"	22	0.568374960521511	0.808857401019457	0.67069720085303	0.811338967227763	0.731897667129296	0.676786336469993	0.563073679185628	0.61237582783437	0.490292905363316	0.761722988434561	0.766841842428229	0.673031531449236	0.799412800731823	0.699834693251051	0.671698844896274	0.755075208524583	0.675599371000335	0.651772336892513	0.450077308083194	0.818020098603192	0.758647550212547	0.616279500013726	0.804696652217901	0.690213687159333	0.720516368915148	0.691785499001525	0.791104862966047	0.794497059318335	0.771384606718519	0.759036105362839	0.45872072702033	0.753687500647516	0.818182491373082	0.728137939127192	0.786016469035324	0.695800333472798	0.581891449075251	0.858230282370766	0.71955515542427	0.746362283716135	0.397148961379198	0.609383007273566	0.762979247319288	0.800643091228071	0.664957163346357	0.755177262654427	0.853332003579475	0.779057064359908	0.575227249387556	0.7473494041596
