0,0,0.048337,3.2483e-06,0.98294,0.028376,1.8017e-06,0.9483,0.013931,7.1379e-07,0.95533,0.017129,1.3939e-06,0.98818,0.053676,8.1076e-06,0.96425
0.050125,0,0.047139,2.2256e-06,0.98081,0.030095,2.8158e-07,0.95147,0.012129,1.0544e-06,0.95113,0.017152,9.8138e-07,0.98272,0.058705,6.0268e-06,0.96271
0.10025,0,0.048975,1.8347e-06,0.97722,0.03235,5.2768e-06,0.95152,0.011037,1.471e-06,0.9508,0.015629,6.856e-07,0.98252,0.058868,3.1854e-06,0.96837
0.15038,0,0.046653,1.3705e-06,0.96869,0.031695,4.8385e-06,0.95142,0.0078123,2.3364e-07,0.94837,0.016661,2.3886e-06,0.98486,0.056886,6.7425e-06,0.96838
0.2005,0,0.041787,3.0742e-06,0.96557,0.031332,3.1087e-07,0.95209,0.00067899,2.7817e-06,0.95006,0.015643,1.0543e-06,0.9819,0.059958,4.2112e-06,0.96757
0.25063,0,0.042002,4.8908e-07,0.95937,0.034883,1.2558e-06,0.95062,0.0047408,1.0812e-06,0.94959,0.014425,7.1704e-07,0.9751,0.056394,9.2231e-06,0.97326
0.30075,0,0.04318,1.8907e-06,0.95962,0.026891,0,0.94848,0.0024869,4.8889e-07,0.95096,0.02174,4.344e-06,0.97469,0.048469,8.2983e-06,0.97401
0.35088,0,0.041221,0,0.96256,0.023729,1.8566e-06,0.94991,0.0023487,2.3937e-06,0.95445,0.017541,2.5858e-06,0.96947,0.046986,4.4959e-06,0.97455
0.401,0,0.045525,3.3993e-06,0.96248,0.017751,1.8152e-07,0.95027,0.0028581,4.595e-06,0.95718,0.01375,1.6946e-06,0.97059,0.047558,5.2363e-06,0.97562
0.45113,0,0.041863,7.3753e-06,0.96302,0.017212,1.1682e-06,0.95123,0.0052872,7.1704e-07,0.96067,0.010439,7.4096e-08,0.96977,0.043966,4.2308e-06,0.97551
0.50125,0,0.037698,4.1804e-06,0.9656,0.017789,3.5475e-06,0.95136,0.00661,0,0.96264,0.010788,0,0.9632,0.043565,1.392e-06,0.97832
0.55138,0,0.035825,2.6543e-06,0.96422,0.023919,7.7079e-07,0.9514,0.01011,0,0.96368,0.013126,8.8495e-07,0.96028,0.043068,1.2871e-07,0.97906
0.6015,0,0.036314,5.7007e-08,0.9708,0.026576,5.7704e-06,0.95517,0.012278,1.7598e-06,0.9565,0.013572,2.5947e-06,0.96299,0.050184,4.2135e-06,0.97673
0.65163,0,0.037279,7.3269e-07,0.97351,0.027969,1.7987e-06,0.95694,0.010189,2.7466e-06,0.95785,0.013949,1.1882e-06,0.9617,0.043766,3.4558e-06,0.97809
0.70175,0,0.039752,1.5244e-06,0.97829,0.031736,3.0167e-06,0.95353,0.0044742,2.7952e-06,0.95908,0.0167,1.6566e-06,0.96563,0.041419,2.2534e-06,0.98531
0.75188,0,0.048268,1.9189e-06,0.97741,0.032098,1.5097e-06,0.95873,0.0025149,3.0831e-06,0.96466,0.014365,1.2892e-06,0.97405,0.044997,2.4874e-06,0.97965
0.80201,0,0.05341,4.8805e-06,0.98128,0.039386,1.376e-06,0.95499,0.0085383,5.8939e-08,0.96733,0.015364,1.1739e-06,0.97849,0.044023,2.8683e-06,0.9792
0.85213,0,0.04869,1.4706e-06,0.98266,0.035303,6.3478e-06,0.95402,0.011423,1.5172e-06,0.9706,0.01344,2.4142e-06,0.98121,0.047027,1.1533e-06,0.97935
0.90226,0,0.050104,2.984e-06,0.98963,0.037022,1.3859e-06,0.95849,0.014421,3.7055e-06,0.96893,0.014334,0,0.97928,0.047076,6.9948e-07,0.97882
0.95238,0,0.048243,4.7148e-06,0.99411,0.035196,1.233e-06,0.95828,0.015109,6.4025e-07,0.96577,0.0068167,1.5327e-06,0.98331,0.048894,2.7615e-07,0.97702
1.0025,0,0.048272,8.8382e-07,0.9963,0.0307,3.4838e-06,0.95361,0.015376,1.3549e-06,0.96874,0.004949,3.4137e-06,0.98631,0.045826,2.4172e-07,0.97709
1.0526,0,0.043491,4.0945e-06,0.99217,0.029656,3.5233e-07,0.9579,0.01347,4.2043e-06,0.96783,0.0073268,3.537e-06,0.99022,0.047572,1.9748e-06,0.97841
1.1028,0,0.045873,5.9723e-06,0.99342,0.027837,5.0374e-06,0.96093,0.01362,1.3513e-07,0.96725,0.0070431,1.342e-06,0.99121,0.044266,2.629e-06,0.9744
1.1529,0,0.043645,5.1278e-06,0.99292,0.023641,1.7844e-06,0.96283,0.0089837,0,0.96871,0.0072405,1.5673e-06,0.98247,0.046402,1.9397e-06,0.97334
1.203,0,0.041285,3.0277e-07,0.99527,0.028515,4.8084e-06,0.96334,0.0076389,1.5358e-06,0.97518,0.0015862,8.8554e-07,0.98267,0.047329,2.3892e-06,0.96893
1.2531,0,0.041644,6.033e-07,0.9934,0.030379,1.0964e-06,0.96937,0.0029898,5.1006e-06,0.97809,0.002763,1.6068e-06,0.98621,0.045761,2.7195e-06,0.96985
1.3033,0,0.038347,2.4941e-06,0.9956,0.027442,3.2456e-06,0.97085,0.0066021,6.1535e-06,0.97526,0.0037727,1.0479e-06,0.99008,0.045289,5.9563e-07,0.9759
1.3534,0,0.037696,1.9339e-06,0.99571,0.029221,3.2643e-06,0.96928,1.1069e-06,9.3254e-07,0.97807,0.0087614,1.475e-06,0.99651,0.049008,1.0722e-06,0.97643
1.4035,0,0.040291,1.4818e-06,0.99859,0.032943,3.2939e-07,0.96438,0.0027266,2.281e-06,0.97849,0.0099772,1.4738e-06,0.99715,0.050372,0,0.98049
1.4536,0,0.035486,1.9177e-06,0.99299,0.035175,1.0329e-06,0.95917,0.0070576,2.6768e-06,0.97374,0.014556,1.7466e-06,0.99376,0.049945,1.8481e-06,0.97692
1.5038,0,0.036395,5.268e-06,0.99187,0.033152,2.4144e-06,0.95251,0.0009486,7.8219e-07,0.97991,0.013443,1.1518e-06,0.99717,0.055194,0,0.97421
1.5539,0,0.043,0,0.99294,0.030541,3.1218e-06,0.9569,0.0042997,1.494e-06,0.97973,0.01343,2.1389e-06,0.99946,0.054605,1.0549e-06,0.97378
1.604,0,0.048362,1.1163e-06,0.99163,0.035183,2.8914e-06,0.95154,0.0054759,2.7331e-06,0.974,0.0087131,3.3097e-07,0.9992,0.053952,0,0.96812
1.6541,0,0.050822,0,0.9957,0.038228,5.5096e-06,0.93979,0.0039334,9.9136e-09,0.97521,0.010186,0,0.99648,0.050835,3.1338e-06,0.96759
1.7043,0,0.051405,1.0976e-06,0.99166,0.044686,2.4618e-06,0.93485,0.0051489,1.3999e-06,0.98411,0.0077319,3.0137e-06,0.99609,0.046734,3.5024e-06,0.96683
1.7544,0,0.052212,1.0866e-06,0.99943,0.044002,2.651e-06,0.93351,1.6149e-05,2.9687e-06,0.98382,0.0040586,3.1427e-06,0.99949,0.038652,1.6625e-06,0.95938
1.8045,0,0.049277,1.622e-06,0.99729,0.051857,2.1624e-06,0.92824,0.0006662,2.504e-06,0.98297,0.0045481,3.4302e-06,0.99773,0.040493,3.4194e-06,0.95526
1.8546,0,0.046748,4.9287e-06,0.9995,0.05356,0,0.93072,0.0029154,5.2664e-07,0.98629,0.0070469,2.4707e-06,0.99669,0.0386,3.5497e-06,0.95491
1.9048,0,0.050543,7.1676e-07,0.99671,0.045562,3.9574e-06,0.92557,0.0033769,0,0.9889,0.0089474,5.6372e-07,0.9996,0.030054,8.1265e-07,0.95604
1.9549,0,0.047211,3.0483e-06,0.99974,0.045105,7.4817e-06,0.92169,0.00041242,2.6966e-06,0.99435,0.0067519,0,0.99843,0.028693,7.7441e-08,0.95582
2.005,0,0.042574,9.0695e-07,0.99559,0.048879,2.5613e-06,0.92419,0.0013528,2.9204e-06,0.9921,0.0074206,2.9528e-06,0.99619,0.025854,1.1231e-06,0.95998
2.0551,0,0.042284,2.2719e-06,0.99161,0.045805,1.1872e-06,0.92488,0.0019439,0,0.9885,0.010044,4.5491e-08,0.994,0.02633,2.7921e-06,0.96025
2.1053,0,0.035689,8.4214e-07,0.99126,0.050545,5.4396e-06,0.92396,0.00024444,1.4873e-06,0.99284,0.01244,2.9285e-06,0.99245,0.025623,3.1031e-06,0.96837
2.1554,0,0.033974,2.43e-06,0.99214,0.052915,4.3519e-06,0.93151,0.0010415,8.2257e-07,0.98933,0.014868,1.2912e-07,0.99107,0.026955,4.6975e-06,0.97355
2.2055,0,0.027573,7.5898e-07,0.99586,0.056146,3.5928e-06,0.92556,0.00073253,1.5037e-06,0.98646,0.010903,5.7587e-07,0.98808,0.024617,3.1635e-06,0.97837
2.2556,0,0.029679,6.1474e-07,0.99758,0.056517,4.6743e-06,0.9223,0.0035573,6.7985e-07,0.98823,0.011214,0,0.99077,0.022118,1.356e-06,0.97509
